MSN,StateCode,Year,Data
ARICP,CA,1999,20366.16695
ARICP,CA,2000,20359.23654
ARICP,CA,2001,18920.25904
ARICP,CA,2002,17856.11278
ARICP,CA,2003,13644.336459999999
ARICP,CA,2004,13807.95351
ARICP,CA,2005,13126.87451
ARICP,CA,2006,12129.6615
ARICP,CA,2007,15057.584530000002
ARICP,CA,2008,12498.57112
ARICP,CA,2009,10783.24167
ARICV,CA,1970,39.04282
ARICV,CA,1971,51.88862
ARICV,CA,1972,52.27132
ARICV,CA,1973,60.46219
ARICV,CA,1974,115.85473999999999
ARICV,CA,1975,140.96907
ARICV,CA,1976,149.60195
ARICV,CA,1977,169.13946
ARICV,CA,1978,184.78396
ARICV,CA,1979,387.14665
ARICV,CA,1980,462.23155
ARICV,CA,1981,299.51726
ARICV,CA,1982,259.41742
ARICV,CA,1983,324.85406
ARICV,CA,1984,461.71398
ARICV,CA,1985,438.9763
ARICV,CA,1986,517.88091
ARICV,CA,1987,585.12662
ARICV,CA,1988,461.64545
ARICV,CA,1989,308.19181000000003
ARICV,CA,1990,308.80127000000005
ARICV,CA,1991,300.98765
ARICV,CA,1992,246.67463999999998
ARICV,CA,1993,214.66805
ARICV,CA,1994,239.25463
ARICV,CA,1995,250.27391
ARICV,CA,1996,280.89569
ARICV,CA,1997,268.10942
ARICV,CA,1998,379.94354
ARICV,CA,1999,486.18414
ARICV,CA,2000,463.93190999999996
ARICV,CA,2001,491.0613
ARICV,CA,2002,480.87487999999996
ARICV,CA,2003,407.56126
ARICV,CA,2004,434.66965
ARICV,CA,2005,438.85639000000003
ARICV,CA,2006,458.41568
ARICV,CA,2007,736.74785
ARICV,CA,2008,623.9723
ARICV,CA,2009,538.77214
ARTCB,CA,1960,70774.23143
ARTCB,CA,1961,76144.71352
ARTCB,CA,1962,78080.1994
ARTCB,CA,1963,80479.18521
ARTCB,CA,1964,83422.03672999999
ARTCB,CA,1965,78915.22805
ARTCB,CA,1966,80100.43032999999
ARTCB,CA,1967,73535.15058
ARTCB,CA,1968,78732.00371
ARTCB,CA,1969,86848.51496
ARTCB,CA,1970,80189.82455
ARTCB,CA,1971,80854.88162
ARTCB,CA,1972,81142.71002
ARTCB,CA,1973,87351.64108
ARTCB,CA,1974,79024.01439
ARTCB,CA,1975,87238.73266000001
ARTCB,CA,1976,93449.23997000001
ARTCB,CA,1977,99518.97052
ARTCB,CA,1978,101859.8548
ARTCB,CA,1979,142557.645
ARTCB,CA,1980,122308.7164
ARTCB,CA,1981,65241.51341
ARTCB,CA,1982,65153.73579
ARTCB,CA,1983,73769.4404
ARTCB,CA,1984,101279.4951
ARTCB,CA,1985,91894.48861
ARTCB,CA,1986,102016.5525
ARTCB,CA,1987,109215.7437
ARTCB,CA,1988,101814.9885
ARTCB,CA,1989,99513.65754
ARTCB,CA,1990,98621.05793
ARTCB,CA,1991,94569.61171
ARTCB,CA,1992,89971.09246
ARTCB,CA,1993,82504.34456
ARTCB,CA,1994,81207.5955
ARTCB,CA,1995,81036.2289
ARTCB,CA,1996,82279.99878
ARTCB,CA,1997,76390.54321
ARTCB,CA,1998,103333.9789
ARTCB,CA,1999,135149.8839
ARTCB,CA,2000,135103.8937
ARTCB,CA,2001,125554.839
ARTCB,CA,2002,118493.1644
ARTCB,CA,2003,90543.81675
ARTCB,CA,2004,91629.57949
ARTCB,CA,2005,87109.93925
ARTCB,CA,2006,80492.43371
ARTCB,CA,2007,99922.13094
ARTCB,CA,2008,82940.51795
ARTCB,CA,2009,71557.59172000001
ARTCD,CA,1970,0.48688000000000003
ARTCD,CA,1971,0.64175
ARTCD,CA,1972,0.6441899999999999
ARTCD,CA,1973,0.69217
ARTCD,CA,1974,1.46607
ARTCD,CA,1975,1.6159
ARTCD,CA,1976,1.60089
ARTCD,CA,1977,1.69957
ARTCD,CA,1978,1.8141
ARTCD,CA,1979,2.71572
ARTCD,CA,1980,3.7792199999999996
ARTCD,CA,1981,4.5909
ARTCD,CA,1982,3.9816199999999995
ARTCD,CA,1983,4.40364
ARTCD,CA,1984,4.55881
ARTCD,CA,1985,4.77696
ARTCD,CA,1986,5.07644
ARTCD,CA,1987,5.357530000000001
ARTCD,CA,1988,4.53416
ARTCD,CA,1989,3.09698
ARTCD,CA,1990,3.13119
ARTCD,CA,1991,3.1827099999999997
ARTCD,CA,1992,2.74171
ARTCD,CA,1993,2.6019
ARTCD,CA,1994,2.9462099999999998
ARTCD,CA,1995,3.08842
ARTCD,CA,1996,3.4139
ARTCD,CA,1997,3.5097199999999997
ARTCD,CA,1998,3.67685
ARTCD,CA,1999,3.5973699999999997
ARTCD,CA,2000,3.4338900000000003
ARTCD,CA,2001,3.9111300000000004
ARTCD,CA,2002,4.05825
ARTCD,CA,2003,4.50126
ARTCD,CA,2004,4.74377
ARTCD,CA,2005,5.03796
ARTCD,CA,2006,5.69514
ARTCD,CA,2007,7.37322
ARTCD,CA,2008,7.52313
ARTCD,CA,2009,7.529210000000001
ARTCP,CA,1960,10665.194609999999
ARTCP,CA,1961,11474.48968
ARTCP,CA,1962,11766.15422
ARTCP,CA,1963,12127.66504
ARTCP,CA,1964,12571.13272
ARTCP,CA,1965,11891.98735
ARTCP,CA,1966,12070.589259999999
ARTCP,CA,1967,11081.24632
ARTCP,CA,1968,11864.376690000001
ARTCP,CA,1969,13087.47965
ARTCP,CA,1970,12084.06036
ARTCP,CA,1971,12184.27993
ARTCP,CA,1972,12227.653709999999
ARTCP,CA,1973,13163.29733
ARTCP,CA,1974,11908.38071
ARTCP,CA,1975,13146.2828
ARTCP,CA,1976,14082.16395
ARTCP,CA,1977,14996.831
ARTCP,CA,1978,15349.586309999999
ARTCP,CA,1979,21482.46609
ARTCP,CA,1980,18431.090480000003
ARTCP,CA,1981,9831.45169
ARTCP,CA,1982,9818.2242
ARTCP,CA,1983,11116.5522
ARTCP,CA,1984,15262.13007
ARTCP,CA,1985,13847.87351
ARTCP,CA,1986,15373.19959
ARTCP,CA,1987,16458.06867
ARTCP,CA,1988,15342.82527
ARTCP,CA,1989,14996.030369999999
ARTCP,CA,1990,14861.521690000001
ARTCP,CA,1991,14250.99634
ARTCP,CA,1992,13558.03081
ARTCP,CA,1993,12432.84276
ARTCP,CA,1994,12237.431509999999
ARTCP,CA,1995,12211.60773
ARTCP,CA,1996,12399.03538
ARTCP,CA,1997,11511.53454
ARTCP,CA,1998,15571.72677
ARTCP,CA,1999,20366.16695
ARTCP,CA,2000,20359.23654
ARTCP,CA,2001,18920.25904
ARTCP,CA,2002,17856.11278
ARTCP,CA,2003,13644.336459999999
ARTCP,CA,2004,13807.95351
ARTCP,CA,2005,13126.87451
ARTCP,CA,2006,12129.6615
ARTCP,CA,2007,15057.584530000002
ARTCP,CA,2008,12498.57112
ARTCP,CA,2009,10783.24167
ARTCV,CA,1970,39.04282
ARTCV,CA,1971,51.88862
ARTCV,CA,1972,52.27132
ARTCV,CA,1973,60.46219
ARTCV,CA,1974,115.85473999999999
ARTCV,CA,1975,140.96907
ARTCV,CA,1976,149.60195
ARTCV,CA,1977,169.13946
ARTCV,CA,1978,184.78396
ARTCV,CA,1979,387.14665
ARTCV,CA,1980,462.23155
ARTCV,CA,1981,299.51726
ARTCV,CA,1982,259.41742
ARTCV,CA,1983,324.85406
ARTCV,CA,1984,461.71398
ARTCV,CA,1985,438.9763
ARTCV,CA,1986,517.88091
ARTCV,CA,1987,585.12662
ARTCV,CA,1988,461.64545
ARTCV,CA,1989,308.19181000000003
ARTCV,CA,1990,308.80127000000005
ARTCV,CA,1991,300.98765
ARTCV,CA,1992,246.67463999999998
ARTCV,CA,1993,214.66805
ARTCV,CA,1994,239.25463
ARTCV,CA,1995,250.27391
ARTCV,CA,1996,280.89569
ARTCV,CA,1997,268.10942
ARTCV,CA,1998,379.94354
ARTCV,CA,1999,486.18414
ARTCV,CA,2000,463.93190999999996
ARTCV,CA,2001,491.0613
ARTCV,CA,2002,480.87487999999996
ARTCV,CA,2003,407.56126
ARTCV,CA,2004,434.66965
ARTCV,CA,2005,438.85639000000003
ARTCV,CA,2006,458.41568
ARTCV,CA,2007,736.74785
ARTCV,CA,2008,623.9723
ARTCV,CA,2009,538.77214
ARTXB,CA,1960,70774.23143
ARTXB,CA,1961,76144.71352
ARTXB,CA,1962,78080.1994
ARTXB,CA,1963,80479.18521
ARTXB,CA,1964,83422.03672999999
ARTXB,CA,1965,78915.22805
ARTXB,CA,1966,80100.43032999999
ARTXB,CA,1967,73535.15058
ARTXB,CA,1968,78732.00371
ARTXB,CA,1969,86848.51496
ARTXB,CA,1970,80189.82455
ARTXB,CA,1971,80854.88162
ARTXB,CA,1972,81142.71002
ARTXB,CA,1973,87351.64108
ARTXB,CA,1974,79024.01439
ARTXB,CA,1975,87238.73266000001
ARTXB,CA,1976,93449.23997000001
ARTXB,CA,1977,99518.97052
ARTXB,CA,1978,101859.8548
ARTXB,CA,1979,142557.645
ARTXB,CA,1980,122308.7164
ARTXB,CA,1981,65241.51341
ARTXB,CA,1982,65153.73579
ARTXB,CA,1983,73769.4404
ARTXB,CA,1984,101279.4951
ARTXB,CA,1985,91894.48861
ARTXB,CA,1986,102016.5525
ARTXB,CA,1987,109215.7437
ARTXB,CA,1988,101814.9885
ARTXB,CA,1989,99513.65754
ARTXB,CA,1990,98621.05793
ARTXB,CA,1991,94569.61171
ARTXB,CA,1992,89971.09246
ARTXB,CA,1993,82504.34456
ARTXB,CA,1994,81207.5955
ARTXB,CA,1995,81036.2289
ARTXB,CA,1996,82279.99878
ARTXB,CA,1997,76390.54321
ARTXB,CA,1998,103333.9789
ARTXB,CA,1999,135149.8839
ARTXB,CA,2000,135103.8937
ARTXB,CA,2001,125554.839
ARTXB,CA,2002,118493.1644
ARTXB,CA,2003,90543.81675
ARTXB,CA,2004,91629.57949
ARTXB,CA,2005,87109.93925
ARTXB,CA,2006,80492.43371
ARTXB,CA,2007,99922.13094
ARTXB,CA,2008,82940.51795
ARTXB,CA,2009,71557.59172000001
ARTXD,CA,1970,0.48688000000000003
ARTXD,CA,1971,0.64175
ARTXD,CA,1972,0.6441899999999999
ARTXD,CA,1973,0.69217
ARTXD,CA,1974,1.46607
ARTXD,CA,1975,1.6159
ARTXD,CA,1976,1.60089
ARTXD,CA,1977,1.69957
ARTXD,CA,1978,1.8141
ARTXD,CA,1979,2.71572
ARTXD,CA,1980,3.7792199999999996
ARTXD,CA,1981,4.5909
ARTXD,CA,1982,3.9816199999999995
ARTXD,CA,1983,4.40364
ARTXD,CA,1984,4.55881
ARTXD,CA,1985,4.77696
ARTXD,CA,1986,5.07644
ARTXD,CA,1987,5.357530000000001
ARTXD,CA,1988,4.53416
ARTXD,CA,1989,3.09698
ARTXD,CA,1990,3.13119
ARTXD,CA,1991,3.1827099999999997
ARTXD,CA,1992,2.74171
ARTXD,CA,1993,2.6019
ARTXD,CA,1994,2.9462099999999998
ARTXD,CA,1995,3.08842
ARTXD,CA,1996,3.4139
ARTXD,CA,1997,3.5097199999999997
ARTXD,CA,1998,3.67685
ARTXD,CA,1999,3.5973699999999997
ARTXD,CA,2000,3.4338900000000003
ARTXD,CA,2001,3.9111300000000004
ARTXD,CA,2002,4.05825
ARTXD,CA,2003,4.50126
ARTXD,CA,2004,4.74377
ARTXD,CA,2005,5.03796
ARTXD,CA,2006,5.69514
ARTXD,CA,2007,7.37322
ARTXD,CA,2008,7.52313
ARTXD,CA,2009,7.529210000000001
ARTXP,CA,1960,10665.194609999999
ARTXP,CA,1961,11474.48968
ARTXP,CA,1962,11766.15422
ARTXP,CA,1963,12127.66504
ARTXP,CA,1964,12571.13272
ARTXP,CA,1965,11891.98735
ARTXP,CA,1966,12070.589259999999
ARTXP,CA,1967,11081.24632
ARTXP,CA,1968,11864.376690000001
ARTXP,CA,1969,13087.47965
ARTXP,CA,1970,12084.06036
ARTXP,CA,1971,12184.27993
ARTXP,CA,1972,12227.653709999999
ARTXP,CA,1973,13163.29733
ARTXP,CA,1974,11908.38071
ARTXP,CA,1975,13146.2828
ARTXP,CA,1976,14082.16395
ARTXP,CA,1977,14996.831
ARTXP,CA,1978,15349.586309999999
ARTXP,CA,1979,21482.46609
ARTXP,CA,1980,18431.090480000003
ARTXP,CA,1981,9831.45169
ARTXP,CA,1982,9818.2242
ARTXP,CA,1983,11116.5522
ARTXP,CA,1984,15262.13007
ARTXP,CA,1985,13847.87351
ARTXP,CA,1986,15373.19959
ARTXP,CA,1987,16458.06867
ARTXP,CA,1988,15342.82527
ARTXP,CA,1989,14996.030369999999
ARTXP,CA,1990,14861.521690000001
ARTXP,CA,1991,14250.99634
ARTXP,CA,1992,13558.03081
ARTXP,CA,1993,12432.84276
ARTXP,CA,1994,12237.431509999999
ARTXP,CA,1995,12211.60773
ARTXP,CA,1996,12399.03538
ARTXP,CA,1997,11511.53454
ARTXP,CA,1998,15571.72677
ARTXP,CA,1999,20366.16695
ARTXP,CA,2000,20359.23654
ARTXP,CA,2001,18920.25904
ARTXP,CA,2002,17856.11278
ARTXP,CA,2003,13644.336459999999
ARTXP,CA,2004,13807.95351
ARTXP,CA,2005,13126.87451
ARTXP,CA,2006,12129.6615
ARTXP,CA,2007,15057.584530000002
ARTXP,CA,2008,12498.57112
ARTXP,CA,2009,10783.24167
ARTXV,CA,1970,39.04282
ARTXV,CA,1971,51.88862
ARTXV,CA,1972,52.27132
ARTXV,CA,1973,60.46219
ARTXV,CA,1974,115.85473999999999
ARTXV,CA,1975,140.96907
ARTXV,CA,1976,149.60195
ARTXV,CA,1977,169.13946
ARTXV,CA,1978,184.78396
ARTXV,CA,1979,387.14665
ARTXV,CA,1980,462.23155
ARTXV,CA,1981,299.51726
ARTXV,CA,1982,259.41742
ARTXV,CA,1983,324.85406
ARTXV,CA,1984,461.71398
ARTXV,CA,1985,438.9763
ARTXV,CA,1986,517.88091
ARTXV,CA,1987,585.12662
ARTXV,CA,1988,461.64545
ARTXV,CA,1989,308.19181000000003
ARTXV,CA,1990,308.80127000000005
ARTXV,CA,1991,300.98765
ARTXV,CA,1992,246.67463999999998
ARTXV,CA,1993,214.66805
ARTXV,CA,1994,239.25463
ARTXV,CA,1995,250.27391
ARTXV,CA,1996,280.89569
ARTXV,CA,1997,268.10942
ARTXV,CA,1998,379.94354
ARTXV,CA,1999,486.18414
ARTXV,CA,2000,463.93190999999996
ARTXV,CA,2001,491.0613
ARTXV,CA,2002,480.87487999999996
ARTXV,CA,2003,407.56126
ARTXV,CA,2004,434.66965
ARTXV,CA,2005,438.85639000000003
ARTXV,CA,2006,458.41568
ARTXV,CA,2007,736.74785
ARTXV,CA,2008,623.9723
ARTXV,CA,2009,538.77214
AVACB,CA,1960,27172.795660000003
AVACB,CA,1961,17354.57387
AVACB,CA,1962,24954.59057
AVACB,CA,1963,22040.13004
AVACB,CA,1964,19461.47419
AVACB,CA,1965,16869.61579
AVACB,CA,1966,16100.91529
AVACB,CA,1967,14297.93304
AVACB,CA,1968,14375.777240000001
AVACB,CA,1969,11905.41663
AVACB,CA,1970,11023.924570000001
AVACB,CA,1971,10277.92634
AVACB,CA,1972,10476.50325
AVACB,CA,1973,10288.8123
AVACB,CA,1974,9987.76725
AVACB,CA,1975,8280.49038
AVACB,CA,1976,7925.924059999999
AVACB,CA,1977,8314.33117
AVACB,CA,1978,8851.953309999999
AVACB,CA,1979,8489.306859999999
AVACB,CA,1980,1440.35084
AVACB,CA,1981,666.29885
AVACB,CA,1982,5778.98447
AVACB,CA,1983,5891.37284
AVACB,CA,1984,5286.48564
AVACB,CA,1985,6836.82559
AVACB,CA,1986,6754.36651
AVACB,CA,1987,5470.31487
AVACB,CA,1988,6621.4986
AVACB,CA,1989,6575.02464
AVACB,CA,1990,5581.15729
AVACB,CA,1991,5506.39045
AVACB,CA,1992,5344.53078
AVACB,CA,1993,4134.019270000001
AVACB,CA,1994,4003.2340700000004
AVACB,CA,1995,4073.36023
AVACB,CA,1996,3880.92199
AVACB,CA,1997,4222.32913
AVACB,CA,1998,2899.15444
AVACB,CA,1999,4166.70279
AVACB,CA,2000,3651.28584
AVACB,CA,2001,2706.15809
AVACB,CA,2002,3024.76261
AVACB,CA,2003,3033.03487
AVACB,CA,2004,2795.48795
AVACB,CA,2005,2675.62975
AVACB,CA,2006,2325.79073
AVACB,CA,2007,2233.97912
AVACB,CA,2008,2056.82936
AVACB,CA,2009,1438.95234
AVACD,CA,1970,2.16982
AVACD,CA,1971,2.21236
AVACD,CA,1972,2.19413
AVACD,CA,1973,2.35823
AVACD,CA,1974,3.23346
AVACD,CA,1975,3.4461800000000005
AVACD,CA,1976,3.5859699999999997
AVACD,CA,1977,3.9687
AVACD,CA,1978,4.29319
AVACD,CA,1979,5.73257
AVACD,CA,1980,9.01902
AVACD,CA,1981,10.84113
AVACD,CA,1982,10.91601
AVACD,CA,1983,10.44176
AVACD,CA,1984,10.26704
AVACD,CA,1985,9.992469999999999
AVACD,CA,1986,8.41165
AVACD,CA,1987,7.54635
AVACD,CA,1988,7.41323
AVACD,CA,1989,8.27853
AVACD,CA,1990,9.318539999999999
AVACD,CA,1991,8.71117
AVACD,CA,1992,8.54477
AVACD,CA,1993,8.236930000000001
AVACD,CA,1994,7.96236
AVACD,CA,1995,8.36173
AVACD,CA,1996,9.285260000000001
AVACD,CA,1997,9.3851
AVACD,CA,1998,8.112119999999999
AVACD,CA,1999,8.811010000000001
AVACD,CA,2000,10.86609
AVACD,CA,2001,11.007530000000001
AVACD,CA,2002,10.71632
AVACD,CA,2003,12.42195
AVACD,CA,2004,15.134310000000001
AVACD,CA,2005,18.5622
AVACD,CA,2006,22.31458
AVACD,CA,2007,23.70404
AVACD,CA,2008,27.23177
AVACD,CA,2009,20.31775
AVACP,CA,1960,5382.88345
AVACP,CA,1961,3437.91083
AVACP,CA,1962,4943.46089
AVACP,CA,1963,4366.1113399999995
AVACP,CA,1964,3855.28411
AVACP,CA,1965,3341.84148
AVACP,CA,1966,3189.56325
AVACP,CA,1967,2832.39561
AVACP,CA,1968,2847.8164100000004
AVACP,CA,1969,2358.44228
AVACP,CA,1970,2183.82024
AVACP,CA,1971,2036.03929
AVACP,CA,1972,2075.37703
AVACP,CA,1973,2038.19578
AVACP,CA,1974,1978.5592800000002
AVACP,CA,1975,1640.35071
AVACP,CA,1976,1570.11174
AVACP,CA,1977,1647.05451
AVACP,CA,1978,1753.5565199999999
AVACP,CA,1979,1681.71689
AVACP,CA,1980,285.33099
AVACP,CA,1981,131.99264
AVACP,CA,1982,1144.80675
AVACP,CA,1983,1167.07069
AVACP,CA,1984,1047.24359
AVACP,CA,1985,1354.3632300000002
AVACP,CA,1986,1338.0282300000001
AVACP,CA,1987,1083.65984
AVACP,CA,1988,1311.7073300000002
AVACP,CA,1989,1302.50092
AVACP,CA,1990,1105.61753
AVACP,CA,1991,1090.80635
AVACP,CA,1992,1058.74223
AVACP,CA,1993,818.94201
AVACP,CA,1994,793.0336900000001
AVACP,CA,1995,806.92556
AVACP,CA,1996,768.8038799999999
AVACP,CA,1997,836.43604
AVACP,CA,1998,574.31744
AVACP,CA,1999,825.41656
AVACP,CA,2000,723.31336
AVACP,CA,2001,536.0852
AVACP,CA,2002,599.2002
AVACP,CA,2003,600.83892
AVACP,CA,2004,553.78129
AVACP,CA,2005,530.03759
AVACP,CA,2006,460.73509
AVACP,CA,2007,442.54737
AVACP,CA,2008,407.45431
AVACP,CA,2009,285.05395
AVACV,CA,1970,23.919929999999997
AVACV,CA,1971,22.73847
AVACV,CA,1972,22.986810000000002
AVACV,CA,1973,24.26339
AVACV,CA,1974,32.29505
AVACV,CA,1975,28.53606
AVACV,CA,1976,28.42213
AVACV,CA,1977,32.99709
AVACV,CA,1978,38.00312
AVACV,CA,1979,48.66555
AVACV,CA,1980,12.99055
AVACV,CA,1981,7.2234300000000005
AVACV,CA,1982,63.08345
AVACV,CA,1983,61.5163
AVACV,CA,1984,54.276559999999996
AVACV,CA,1985,68.31676999999999
AVACV,CA,1986,56.815369999999994
AVACV,CA,1987,41.28091
AVACV,CA,1988,49.086690000000004
AVACV,CA,1989,54.431540000000005
AVACV,CA,1990,52.00824
AVACV,CA,1991,47.9671
