BMTCB,CLPRB,CLTCB,CLTCV,CLCCB,CLCCV,CLACB,CLACV,CLEIB,CLEIV,CLICB,CLICV,CLRCB,ELEXV,ELIMB,ELIMV,ESACB,ESACV,ESCCB,ESCCV,ESICB,ESICV,ESRCV,ESTCB,ESTCV,GDPRV,GETCB,GECCB,GEICB,GERCB,HYCCB,HYICB,HYTCB,LOTCB,NGACB,NGACV,NGCCB,NGCCV,NGICB,NGICV,NGMPB,NGRCB,NGRCV,NGTCB,NGTCV,NNACB,NNCCB,NNICB,PAACB,PAACV,PACCB,PACCV,PAICB,PAICV,PARCB,PATCB,PATCV,SOEGB,SOTCB,TPOPP,WWCCB,WWTCB,WWTCV,WYTCB,NUETB,NUETV,TETCB
4339.3804,2914.709160000001,8622.9298,1.82253,0.0,0.0,0.17336,0.00011,8514.12306,1.75391,108.63338,0.06851,0.0,0.22177,0.0,0.0,0.0,0.0,16003.20465,89.12040999999998,16211.87234,57.76468000000001,103.25391,46979.72564,250.139,8569.0,0.0,0.0,0.0,0.0,0.0,140.53565,64579.78217000001,113652.3478,25365.168,0.0,24044.595,14.34789,61169.958,25.22054,1165.9589999999996,31430.061,35.58512,204382.7089,96.82814,25365.168,24044.595,61169.958,168763.1657,370.9491,3215.75592,4.70665,37373.93486,32.10318,3785.2248700000014,213266.2588,417.16121,0.0,0.0,1792.0,56.5804,4339.3804,0.67674,0.0,0.0,0.0,520368.6596
4526.40288,25304.974980000006,8875.93953,2.22759,0.0,0.0,0.25154,0.00014,8682.67958,2.11857,193.00841,0.10888,0.0,0.2818,0.0,0.0,0.0,0.0,18095.835430000006,102.85329,17049.1089,61.9539,116.40091,51969.79952,281.2081,9649.0,0.0,0.0,0.0,0.0,0.0,95.43362,69609.84906000001,125320.6325,27664.257,0.0,27114.636,17.5429,64159.515,28.27035,919.212,34543.521,39.99103,225898.1239,114.38768,27664.257,27114.636,64159.515,176623.8706,402.51153,3518.6744200000007,5.23136,34613.00849,35.05335,3827.73874,221181.827,453.17928,0.0,0.0,1895.814,54.40288,4526.40288,0.78165,0.0,0.0,0.0,554170.7497
4782.42417,65227.65802,7522.795940000001,2.51057,0.0,0.0,0.28175,0.00021,7244.93161,2.30389,277.58258,0.20647,0.0,0.65072,0.0,0.0,0.0,0.0,20412.45719,126.50784,19082.80079,71.38074,145.74047,59346.47187,343.62905,11292.0,0.0,0.0,0.0,0.0,0.0,133.70228,70406.32015,142083.3928,27277.56907,0.0,28339.30555,19.45408,66498.62023,30.02978,468.078,36085.34729,42.61788,241355.3408,124.66431,27277.56907,28339.30555,66498.62023,197883.9457,447.16802,4330.47912,6.32046,45101.75196,43.65452,4258.95225,261042.4664,516.58303,0.0,0.0,2008.291,52.42417,4782.42417,0.8958299999999999,0.0,0.0,0.0,616399.5685
4574.10469,71697.42911,9926.90018,3.2362900000000003,0.0,0.0,0.16805,0.00012,9691.90603,3.06264,234.8261,0.17353,0.0,0.49769,0.0,0.0,0.0,0.0,21959.07926,143.92023999999995,20376.82908,90.12936,178.26774,65254.36011,412.31734,13330.0,0.0,0.0,0.0,0.0,0.0,110.82985,74774.3496,154855.77800000002,25232.12736,0.0,33467.49648,24.35798,68969.63832,32.16967,132.0,38168.0112,49.63101,226324.748,131.32118,25232.12736,33467.49648,68969.63832,218634.3652,537.12534,5617.07216,8.84809,50633.44721000001,58.71652,4313.3847799999985,325801.3479,665.23456,0.0,0.0,2124.438,50.50469,4574.10469,0.88869,0.0,0.0,0.0,670066.2646
4782.71253,142379.1262,48358.9072,8.417589999999999,0.0,0.0,0.11463,0.00012,48136.39713,8.18319,222.39544,0.23428,0.0,0.20578,22.98664,0.07303,0.0,0.0,23268.64239,180.55094,21727.60918,122.06679,225.187,69205.32645,527.80473,14611.0,0.0,0.0,0.0,0.0,0.0,69.41842,77275.3736,167346.1903,23604.95025,0.0,34774.95078,27.17002,68924.33055,37.63889,238.56,34342.68015,48.50285,204955.2307,136.13516,23604.95025,34774.95078,68924.33055,209646.6926,722.63482,5763.91791,14.45413,53089.84598,103.25583,4495.13094,325713.2511,952.112,0.0,0.0,2223.196,52.71253000000001,4782.71253,1.08988,0.0,0.0,0.0,676268.8086
5413.77876,154258.7742,92448.56979,21.07089,0.0,0.0,0.42898,0.00042,89816.59815,18.50222,2631.54266,2.56825,0.0,0.27637,60.25251,0.23446,0.0,0.0,24438.32717,245.12229,23432.67429,167.68797,284.283,72224.18557999999,697.09326,15284.0,0.0,0.0,0.0,0.0,0.0,148.9723,75483.5631,173245.1675,17939.25044,0.0,34255.86566,37.83286,53389.52676,38.5072,218.816,39811.23967,58.18612,164345.6261,148.38474,17939.25044,34255.86566,53389.52676,212192.8257,833.35085,4928.893270000001,14.49652,40318.4189,95.5836,3494.1410100000007,306741.7805,1056.22024,0.0,0.0,2284.847,64.57876,5413.77876,1.21807,0.0,0.0,0.0,659994.6942
5816.285470000002,230085.3746,139959.9045,38.30955,0.0,0.0,0.59845,0.0007,132654.4303,29.71459,7304.87572,8.59426,0.0,0.35913,63.3506,0.26318,0.0,0.0,26020.17131,283.53166,24578.29082,189.41039,306.83697,75501.47299,779.7790200000002,16970.0,0.0,0.0,0.0,0.0,0.0,167.42022,78612.19542,180665.4711,16119.41399,0.0,38552.99047,52.45289,57191.35784,50.11907,275.624,42227.60023,85.24696999999998,180180.8666,209.09211,16119.41399,38552.99047,57191.35784,218925.6467,909.0198,5694.51298,17.23102,40095.48152,96.13006,3611.25006,307350.1275,1126.5936800000004,0.0,0.0,2346.157,71.48546999999998,5816.285470000002,1.33391,0.0,0.0,0.0,691873.9875
6838.2955,244195.2167,179847.4746,97.35965,0.0,0.0,1.10377,0.0014,162773.2545,75.68956,17073.11625,21.66869,0.0,0.39889,73.34094,0.34467,0.0,0.0,27995.43953,349.58857,24754.83452,215.22398,376.47522,79550.75612,941.28777,19609.0,0.0,0.0,0.0,0.0,0.0,30.73108,68842.57507,190140.2741,15714.10646,0.0,35911.333360000004,59.85988,53036.55836,65.67517,253.44,40348.08396,100.00313,176448.9725,259.45212999999995,15714.10646,35911.333360000004,53036.55836,237536.9799,1053.528,7891.8611,23.7947,50522.80451,126.4864,4271.69607,351128.1312,1342.86416,0.0,0.0,2425.197,78.6955,6838.2955,1.71429,0.0,0.0,0.0,738867.2341
7128.9180700000015,199922.551,159979.5618,85.23657,0.0,0.0,0.0,0.0,150820.3471,72.69541,9159.21469,12.54116,0.0,0.42368,0.0,0.0,0.0,0.0,28005.696,384.16505,25344.336,229.11381,426.93986,81983.536,1040.2187199999996,23279.0,0.0,0.0,0.0,0.0,0.0,112.33396,72740.79922999999,198532.4188,16161.6785,0.0,31504.35662,65.13494,48768.33082,74.31903,304.5042,32073.0773,92.44616,186366.0558,308.97084,16161.6785,31504.35662,48768.33082,250853.0932,1182.68357,7706.63876,24.92651,59305.26282999999,157.99955,4651.11348,357326.6295,1464.15345,0.0,0.0,2515.3160000000007,76.91807,7128.9180700000015,1.87015,0.0,0.0,0.0,747939.4264
8291.19153,251481.9896,246230.2266,224.94754,0.0,0.0,0.0,0.0,208241.9768,163.67819,37988.24974,61.26935,0.0,0.51045,0.0,0.0,0.0,0.0,29626.396,456.87369,27517.78,276.12964,524.7029200000002,88889.424,1257.70625,27495.0,0.0,0.0,0.0,0.0,0.0,163.95011,75122.5793,212186.4842,21197.26972,0.0,28063.595210000003,71.31914,46405.70549,95.90714,258.2138,30734.58438,103.50086,180579.7877,383.21071,21197.26972,28063.595210000003,46405.70549,253018.2733,1559.84722,5093.3071,23.06876,49774.33823,165.8955,4585.6798,345708.0779,1876.15794,0.0,0.0,2635.571,86.79153000000002,8291.19153,2.62475,0.0,0.0,0.0,786391.503
17835.00581,240794.7227,244994.3448,246.96301,0.0,0.0,0.0,0.0,231894.2528,226.32879,13100.09199,20.634220000000006,0.0,0.6331600000000001,0.0,0.0,0.0,0.0,31124.264,519.3021200000002,27306.236,311.14609,601.15073,91311.944,1431.59894,30764.0,0.0,0.0,0.0,0.0,0.0,157.90798999999996,102171.4233,219360.7803,22311.63162,0.0,28739.857460000007,86.17300999999998,39530.24306,101.51406,224.486,30863.43044,119.6211,173977.1714,434.01624,22311.63162,28738.465330000006,39528.32825,243605.9717,2141.86094,3262.16289,24.38637,42221.71413,217.12948,2162.90032,301248.1394,2447.34854,0.0,0.0,2737.774000000001,217.21268,17835.00581,7.080889999999999,0.0,0.0,0.0,754458.4801
21468.86588,256339.8382,319438.1119,348.259,0.0,0.0,0.0,0.0,294719.9828,308.57182,24718.12906,39.68718,0.0,0.1938,0.0,0.0,0.0,0.0,31605.83027,571.5490900000002,34231.24826,393.48802,657.24326,98353.57501,1622.28037,34269.0,0.0,0.0,0.0,0.0,0.0,158.89605,71114.17364,230313.0151,25652.08548,0.0,28209.06612,94.52886,49856.90304,124.44557,196.911,27740.708280000006,121.8211,192207.5839,502.5093,25652.08548,28209.06612,49856.90304,243492.3283,2425.59018,2303.37712,19.46525,33476.46022,210.8075,2064.23313,284336.8472,2696.451,0.0,0.0,2810.107,283.94753,21451.13133,9.79106,0.0,0.0,0.0,787807.4911
21634.73747,273011.0913,336245.059,426.90799,16.59604,0.035480000000000005,0.0,0.0,305417.7072,361.00373,30807.35653,65.85319,3.39923,0.14287,0.0,0.0,0.0,0.0,31693.06487,656.3938,27538.282710000003,392.03337,733.92925,91657.1531,1782.3564199999996,35794.0,0.0,0.0,0.0,0.0,0.0,158.91125,73333.60779,216717.7847,19502.9912,0.0,27517.0665,127.76312,31354.7927,103.85583,104.346,31065.7501,174.49601,142322.8669,525.90328,19502.9912,27517.0665,31354.7927,241870.2281,2308.14245,3616.35807,28.8837,27854.47753,168.4414,2581.89258,278320.8984,2551.64059,0.0,0.0,2889.861,277.76061,21592.71134,9.72077,0.0,0.0,0.0,746359.9831
23643.69664,251813.2065,295441.9187,388.36291,0.0,0.0,0.0,0.0,265103.2811,321.57028,30338.63757,66.79263,0.0,0.02324,0.0,0.0,0.0,0.0,32564.89229,688.8197700000002,26997.37835,417.0339,811.9992900000002,95138.17104,1917.85296,39774.0,0.0,0.0,0.0,0.0,0.0,159.91451999999995,152355.3319,223743.9405,12985.3064,0.0,25734.3072,136.64505,31094.0528,123.06088,137.94,30589.028,194.22595,120418.0545,536.45516,12985.3064,25734.3072,31094.0528,250367.6501,2089.46224,3098.5848100000007,23.21892,27935.65184,175.62551000000005,2980.64359,288979.7517,2348.71596,0.0,0.0,2968.925,297.46884,23637.469930000007,10.37844,0.0,0.0,0.0,757809.5964
25139.34211,254418.7799,324862.346,417.79874,16.0301,0.030080000000000006,0.0,0.0,288208.645,349.02067,36633.91086,68.73218,3.7601,0.02555,0.0,0.0,0.0,0.0,38109.92797,810.19687,25477.98404,386.66357,889.5565,101495.8871,2086.41694,46135.0,0.0,0.0,0.0,0.0,0.0,158.69843999999995,163692.0068,231449.2564,14337.74552,0.0,26471.69546,141.77208000000005,30500.65634,127.23496000000002,47.115,28874.21964,197.65789,126844.1484,573.4372900000002,14337.74552,26471.69546,30500.65634,265499.3748,2205.52809,3040.12861,21.89722,36511.24554,225.55281,2351.44622,311784.357,2499.93594,0.0,0.0,3067.135,322.78425,25139.34211,11.21956,0.0,0.0,0.0,802483.4639
25557.79475,212530.8763,342012.7337,465.71702,15.43484,0.02773,0.0,0.0,303200.2329,395.9795,38792.71255,69.69305,4.35336,0.0,0.0,0.0,0.0,0.0,41949.77912,936.6639,28854.75855,434.24074,1010.49546,112598.733,2381.4001,50709.0,0.0,0.0,0.0,0.0,0.0,158.80485,146122.6278,257890.3374,19390.85276,0.0,26520.9808,141.2831,17264.78202,73.36402,89.25,29944.86452,200.45691,137315.0258,580.56396,19390.85276,26520.9808,17264.78202,274034.1749,2303.00512,4425.795120000002,32.746,33145.78897,210.57118,3158.5731100000007,316908.9021,2589.33441,0.0,0.0,3183.538,352.12828,25557.79475,11.14262,0.0,12004.66574,7.83196,842904.1719
24042.52306,255169.5383,295888.0014,421.12115,0.0,0.0,0.0,0.0,249612.9335,340.47204,46275.06793000001,80.64911,0.0,0.03188,0.0,0.0,0.0,0.0,44655.06862,1021.03814,28516.70783,429.70116,1085.46442,115957.0793,2536.20372,55881.0,0.0,0.0,0.0,0.0,0.0,158.78965,151060.2537,260141.1339,13123.15731,0.0,24967.90323,111.63299,8804.76036,33.21303,65.457,26347.92396,159.62205,105197.2061,379.65395,13123.15731,24942.25509,8795.72105,286572.3108,1928.32468,4176.0859,23.78588,39263.26752,194.41423,3057.11711,334481.932,2181.7145800000008,0.0,0.0,3308.262,396.14431,24042.52306,10.77199,0.0,105540.3568,68.3701,852825.6274
17521.247059999998,251261.1783,282881.8233,376.05421,1.50676,0.00293,0.0,0.0,269584.7826,350.19063,13295.08392,25.85947,0.45007,0.03069,0.0,0.0,0.0,0.0,48874.88351,1035.9764699999996,28980.72959,445.34368,1183.13206,125011.9814,2664.45221,60047.0,0.0,0.0,0.0,0.0,0.0,158.37922,105592.3349,276690.0344,17273.73576,0.0,28681.408710000003,125.6174,18412.94817,66.58873,62.16,29466.10734,173.68296,121405.8387,426.62958,17273.73576,28652.58951,18394.45301,295040.9134,2133.28195,5754.01156,36.24522,34724.11664,165.07323,3707.99179,341792.73799999995,2383.63558,0.0,0.0,3437.103,248.55584,17521.247059999998,8.14987,0.0,140531.7148,114.76663,865662.9164
18364.61939,273761.8497,309040.895,439.59174,1.9697,0.00363,0.0,0.0,296747.9836,416.93092,12290.38614,22.65573,0.55556,0.035539999999999995,0.0,0.0,0.0,0.0,50920.30927,1109.99196,31600.18,487.02545,1288.99733,132782.5555,2886.01474,64945.0,0.0,0.0,0.0,0.0,0.0,156.93511999999996,80384.6875,293996.0592,18966.662,0.0,29261.166,140.64614,25012.46,91.4194,57.904,29165.004,197.1598,128594.321,487.91495,18966.662,29261.166,25012.46,303861.3451,2062.93363,4256.3003,23.43246,35352.02297,164.8375,2841.95645,347597.7577,2283.24264,0.0,0.0,3535.183,274.26852,18364.61939,8.5886,0.0,243215.0432,188.10495,906309.9974
15620.34064,263538.2866,353144.049,488.28293,0.0,0.0,0.0,0.0,338880.9459,460.87809,14263.10305,27.404840000000004,0.0,0.04131,0.0,0.0,0.0,0.0,53834.75437,1187.00465,33171.56977,494.27085,1349.04445,139030.7941,3030.31995,67895.0,235.1,1.7,227.0,6.4,0.0,0.0,82170.81933,320964.5474,19248.1077,0.0,29869.85896,136.25166000000002,21639.7608,68.53194,1414.4,28286.66503,187.91143,151467.8402,510.33258,19248.1077,29869.85896,21639.7608,302960.8574,2315.94228,3758.34366,23.50231,40938.07121,190.79156,2745.51142,352573.9256,2576.98569,0.0,3527.5572799999995,3622.185,638.71996,15620.34064,9.11718,0.0,83079.97889,70.82651,943088.9157
13740.58609,249018.4159,343414.509,498.24097,1.95954,0.00386,0.0,0.0,330160.9535,472.13016,13251.10607,26.10547,0.48989,0.06496,0.0,0.0,0.0,0.0,54790.44533,1264.49992,34235.12088,526.51846,1390.11406,141494.22400000002,3181.13244,70632.0,235.70453,1.7,227.0,7.00453,0.0,0.0,77157.62555,324663.9301,26094.20541,0.0,29318.90082,135.98253,19046.4885,60.97165,2193.0,31300.62137,207.81578,130781.2465,464.04493,26094.20541,29318.90082,19046.4885,299457.1021,2602.10096,4815.53785,35.03606,39074.66876,196.76561,2552.03882,347127.6117,2874.92493,0.0,3682.45319,3684.097,898.3139800000001,13740.58609,20.92518,0.0,217964.745,156.66216,948729.9556
14585.36246,290251.0552,347261.3399,497.22314000000006,5.14821,0.01035,0.0,0.0,333518.0754,469.59345,13736.98615,27.61588,1.1301,0.07032999999999999,370.46472,2.66616,0.0,0.0,53916.24999,1272.61706,35501.75423,546.54793,1430.26608,142786.7988,3249.43107,73358.0,236.2166,1.7,227.0,7.5166,0.0,0.0,70292.09544,324969.4682,24149.02041,0.14054,28273.57226,139.94259,19721.66257,61.62919,1255.52045,32122.31244,219.12749,128178.1975,468.78335,24149.02041,28273.57226,19721.66257,308246.1432,2460.49428,4687.491620000002,34.93452,37809.53867,193.65286,2843.83502,354516.6107,2733.57909,0.0,3730.50348,3788.576,937.79611,14585.36246,21.71246,0.0,263104.1156,184.43862,957904.829
15094.93557,275297.6573,369742.9504,516.32078,65.08389,0.13118,0.0,0.0,356832.9273,490.28844,12830.6525,25.86121,14.28671,0.07435,0.0,0.0,0.0,0.0,55839.84346,1358.99214,37720.52324,602.3494099999998,1555.07101,148938.1401,3516.41256,82682.0,236.72663,1.7,227.0,8.02663,0.0,0.0,68471.86889,336570.9753,24254.19971,0.52127,27935.2514,140.80987,20433.43265,75.71421,794.95358,29272.99905,205.46133,133771.0614,493.04608,24254.19971,27935.2514,20433.43265,312673.1402,2645.5213,4088.16528,31.78725,44510.90752,218.52641,3078.28975,365139.4944,2934.46459,0.0,3789.45591,3915.74,989.12996,15094.93557,21.04189,0.0,268148.7605,146.71223,983786.8105
13870.681,267526.5079,389838.7377,536.16755,16.69717,0.03383,0.0,0.0,376336.0046,508.80628,13482.370669999998,27.31838,3.66523,0.05335,0.0,0.0,0.0,0.0,57027.16828,1395.45766,37494.66248,637.71897,1611.38672,151519.5979,3644.56335,89300.0,237.16575,1.7,227.0,8.46575,0.0,0.0,69040.28018999999,342838.652,18012.929030000007,0.64151,28345.08138,139.51988,21811.5202,85.07994000000002,614.0871099999998,28954.92222,202.84226,118159.0624,487.12731,18012.929030000007,28345.08138,21811.5202,336084.0676,2976.07441,3306.82348,25.37261,38230.01824,214.87283,2710.65063,380982.1054,3251.009,0.0,3874.57351,4065.44,1164.51707,13594.36811,19.31911,0.0,231601.4355,133.71509,1003023.257
14181.80795,288012.7488,402390.1462,562.8154599999998,1.93661,0.00397,0.0,0.0,387732.0216,532.7438,14655.84622,30.06691,0.34176,0.08678999999999999,0.07165,0.00046,0.0,0.0,60618.97727,1417.83605,38566.7163,635.90499,1693.52923,161326.3034,3747.27027,100374.0,236.423,1.7,227.0,7.723,0.0,0.0,75981.7243,360816.151,25814.87696,0.75366,30004.80834,153.87246000000005,26656.786030000007,92.35266,772.0729299999998,30516.3756,223.70121,139733.0287,528.89278,25814.87696,30004.80834,26656.786030000007,341195.9478,3009.50759,3336.03926,21.85213,40443.97477,225.50959,2778.01065,389129.4009,3298.73623,0.0,3924.91643,4245.089,1115.11907,13458.90461,18.514570000000006,0.0,242182.1841,138.09955,1055167.913
16653.19869,262514.0593,342889.3714,486.35432,96.12483,0.19483,0.0,0.0,329673.0652,459.56425,13105.81786,26.56353,14.36348,0.01652,1148.19259,7.1314899999999986,0.0,0.0,63332.3498,1429.91209,40915.96018,630.9372,1639.52224,165785.5622,3700.37153,109906.0,236.85549,1.7,227.0,8.155489999999999,0.0,0.0,85470.17672999999,374233.8816,19317.90848,1.0278,29281.58914,148.21608,28773.4315,105.39695,577.2402,27914.60685,210.41249,127944.6977,504.22742,19317.90848,29281.58914,28773.4315,354040.9162,3145.86796,3255.63688,22.99375,49147.80661,270.48548,3182.3115,410324.2036,3482.4816100000007,0.0,3944.4461,4432.499,1125.5893,14379.84124,19.77071,0.0,283526.2151,138.66984,1086711.178
14707.18648,228629.8872,342839.3757,502.2863,3.1234,0.0062,0.0,0.0,329469.0085,475.75325,13366.81798,26.525920000000006,0.42581,0.09902,0.0,0.0,0.0,0.0,66722.10697000001,1499.13899,43615.3128,663.79715,1766.6432899999998,177712.4471,3929.57943,119530.0,237.24082,1.7,227.0,8.54082,0.0,0.0,95276.44104,401597.8963,17793.59912,1.24479,29280.22723,145.51424,27310.43969,102.51864,468.44887,27989.7767,208.40208,125264.8684,525.94057,17793.59912,29280.22723,27310.43969,376611.528,3682.57842,4480.41354,32.50802,55615.45892000001,333.77909,2599.24991,440037.0414,4088.30119,0.0,3965.25746,4586.94,1169.22315,12789.83596,20.64008,0.0,302902.1823,148.37966,1151353.612
16422.293169999994,256500.4123,369871.869,534.68062,3.3331,0.00663,0.0,0.0,356152.0262,507.40979,13716.097769999997,27.26308,0.4118600000000001,1.16864,556.8384,3.73696,0.0,0.0,70015.12712,1525.87887,45219.25988,669.31288,1824.01469,185803.309,4019.20644,128099.0,237.74535,1.7,227.0,9.04535,0.0,0.0,123060.4507,418256.5715,19394.60536,1.27506,30818.61561,160.00193000000004,28549.990360000003,100.30868,461.49608,31764.76382,243.17864,137588.4515,584.44012,19394.60536,30818.61561,28549.990360000003,375655.8696,3644.48955,4760.12444,31.711540000000007,57571.947,318.77969,2376.22885,441007.9705,4035.29213,0.0,3918.4599,4736.99,1619.31675,14517.49289,23.72524,0.0,307623.2148,151.37831,1187345.927
