BMTCB,CLPRB,CLTCB,CLTCV,CLCCB,CLCCV,CLACB,CLACV,CLEIB,CLEIV,CLICB,CLICV,CLRCB,ELEXV,ELIMB,ELIMV,ESACB,ESACV,ESCCB,ESCCV,ESICB,ESICV,ESRCV,ESTCB,ESTCV,GDPRV,GETCB,GECCB,GERCB,HYICB,HYTCB,LOTCB,NGACB,NGACV,NGCCB,NGCCV,NGICB,NGICV,NGMPB,NGRCB,NGRCV,NGTCB,NGTCV,NNACB,NNCCB,NNICB,PAACB,PAACV,PACCB,PACCV,PAICB,PAICV,PARCB,PATCB,PATCV,SOEGB,SOTCB,TPOPP,WWCCB,WWTCB,WWTCV,WYTCB,NUETB,NUETV
-0.88452072,-1.371210361,-1.290250965,-1.230301674,-0.456542998,-0.474384106,0.254741881,2.922194961,-1.277630691,-1.202733121,-1.118745974,-1.292122129,-0.478478123,-0.558684942,-0.250634501,-0.308598282,-0.563700328,-0.508558593,-1.054649853,-0.985948971,-1.057235536,-1.084058543,-0.940483242,-1.039779258,-0.990644467,-0.901936987,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.497481659,-1.033601655,0.744612669,-0.501871678,-0.250567302,-1.061529502,1.396982775,-1.022287674,2.229613593,0.636858761,-1.031553471,0.737318651,-0.99045182,0.744612669,-0.250482558,1.397154454,-1.095181417,-0.820253358,0.193241594,-0.829799788,-1.078267452,-0.817422094,1.731161929,-1.086842928,-0.822923385,-0.497216008,-0.824930621,-1.065089498,-0.953673742,-0.956254502,-0.765676404,-0.348890044,-0.799457556,-0.795249979
-0.916828102,-1.373911089,-1.300698532,-1.231459496,-0.464701344,-0.480860273,0.019244963,1.496648641,-1.277424855,-1.202703732,-1.424192432,-1.31542856,-0.573996702,-0.540988146,-0.279765669,-0.31069324,-0.563700328,-0.508558593,-0.980822369,-0.972694136,-0.98683651,-1.079789664,-0.924976676,-0.959746203,-0.978177048,-0.887606217,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.776853267,-0.946875091,0.923965003,-0.501871678,-0.340091554,-1.053576204,1.907496756,-0.992829506,2.501430542,0.831520753,-1.001833044,1.319131092,-0.965662862,0.923965003,-0.340010945,1.907683049,-1.027113132,-0.807174541,0.033916776,-0.836408021,-1.0298193,-0.807447111,1.57598913,-1.032271366,-0.811390247,-0.497216008,-0.824930621,-1.004470183,-0.954904449,-1.001920184,-0.768624779,-0.348890044,-0.799457556,-0.795249979
-0.656802057,-1.289004,-1.260127428,-1.222320289,-0.464466229,-0.478740447,-0.069266331,1.347228771,-1.236483987,-1.196803446,-1.41009983,-1.246998089,-0.597027897,-0.504674264,-0.135657773,-0.287604053,-0.563700328,-0.508558593,-0.891490494,-0.953805674,-0.849868873,-1.058150989,-0.900444225,-0.838394638,-0.955993219,-0.868588743,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.903919661,-0.81950346,1.268340877,-0.501871678,-0.364829584,-1.047228288,1.682175471,-0.997355749,2.671422114,0.972157738,-0.990549802,1.421843307,-0.960739949,1.268340877,-0.364750118,1.682355315,-0.874280614,-0.794754869,0.317061275,-0.803331154,-0.786889104,-0.792120649,1.739737936,-0.814956445,-0.797251528,-0.497216008,-0.824930621,-0.949284843,-0.954616133,-0.634379827,-0.727079678,-0.348890044,-0.799457556,-0.795249979
-0.606308313,-1.114734118,-1.142314115,-1.187715158,-0.459686903,-0.476756756,0.388509502,3.502374814,-1.172452045,-1.19410185,0.174287062,-0.607850868,-0.600712286,-0.460424432,-0.260211647,-0.304187327,-0.563700328,-0.508558593,-0.837556223,-0.940645038,-0.728001537,-1.027658892,-0.886856616,-0.767806821,-0.938905529,-0.840608127,-0.629069155,-0.613609263,-0.633361166,-0.25264478,0.99638602,-0.752699667,1.287654743,-0.501871678,-0.020201666,-1.024602622,2.367872782,-0.954482834,2.456507371,1.011318746,-0.981222381,1.869380671,-0.943865009,1.287654743,-0.020106282,2.368072253,-0.676811149,-0.771022828,0.734745478,-0.71983665,-0.62314254,-0.770900861,1.402928323,-0.609477559,-0.771219956,-0.497216008,-0.824930621,-0.8916435,-0.955107637,-0.563008174,-0.714036329,-0.348890044,-0.799457556,-0.795249979
-0.632777402,-1.075738464,-1.131069579,-1.150772498,-0.4508842,-0.459545321,0.18883667,4.152553164,-1.16211306,-1.189708146,0.206747734,0.045409597,-0.59403088,-0.389282338,-0.275631662,-0.296707976,-0.563700328,-0.508558593,-0.816973136,-0.90732823,-0.664781537,-0.960540865,-0.848328691,-0.73321198,-0.895859549,-0.807710034,-0.629069155,-0.613609263,-0.633361166,-0.25264478,0.864682349,-0.687397368,0.619175815,-0.501871678,-0.520535372,-1.007577248,1.819161432,-0.872679067,1.982965322,0.315938392,-0.96825003,1.530869847,-0.873089024,0.619175815,-0.520463098,1.819345196,-0.622976498,-0.669426406,0.552849314,-0.432025873,-0.629225559,-0.652936808,0.993040417,-0.598909945,-0.660901231,-0.497216008,-0.824930621,-0.836505531,-0.947119329,-0.600421574,-0.6974044,-0.348890044,-0.799457556,-0.795249979
-0.762427043,-0.938035037,-1.03306278,-1.119099175,-0.485135015,-0.492237323,-0.133850511,1.170886403,-1.08944801,-1.174232946,0.980669038,0.379812231,-0.685907061,-0.315749141,-0.065851901,-0.231558468,-0.563700328,-0.508558593,-0.724029659,-0.84885828,-0.557606331,-0.864917091,-0.833526488,-0.697087321,-0.849507963,-0.769484199,-0.629069155,-0.613609263,-0.633361166,3.958641303,1.498261667,-0.658470974,-0.126161151,-0.501871678,-0.959501043,-0.956536979,0.151956233,-0.816508317,1.041985642,0.66429886,-0.841396148,0.409675412,-0.771563591,-0.126161151,-0.959449043,0.152092275,-0.520931267,-0.623186577,0.509917154,-0.417615218,-0.765486756,-0.656942245,0.727673282,-0.646945493,-0.637676324,-0.497216008,-0.824930621,-0.770049808,-0.934211466,-0.783678122,-0.711539188,-0.348890044,-0.799457556,-0.795249979
-0.456079101,-0.79315297,-0.986150623,-1.069590549,-0.485135015,-0.492237323,-0.28889322,0.757626044,-1.01811505,-1.143864426,0.321165545,0.781413477,-0.685907061,-0.345454271,0.129682844,-0.168309013,-0.563700328,-0.508558593,-0.687224513,-0.804129491,-0.365491954,-0.735697475,-0.799961918,-0.625439052,-0.791879304,-0.726882209,-0.629069155,-0.613609263,-0.633361166,3.945286121,-0.38605513,-0.58188233,-0.768695071,-0.501871678,-0.504739704,-0.826043814,0.1260436,-0.688035605,0.646086788,0.780763343,-0.686000997,0.467626127,-0.642051694,-0.768695071,-0.5046667,0.1261789,-0.421828351,-0.590928714,0.476058501,-0.294705501,-0.538661671,-0.590361881,0.811225117,-0.46701478,-0.588850058,-0.497216008,-0.824930621,-0.69583936,-0.923475703,-0.350662913,-0.654528642,-0.348890044,-0.799457556,-0.795249979
-0.270802774,-0.692240888,-0.889988642,-1.006679531,-0.426472525,-0.421096725,-0.322041047,0.32148156,-0.908572174,-1.059428499,0.00048308,0.402508274,-0.555866869,-0.544157573,-0.289018206,-0.282676981,-0.563700328,-0.508558593,-0.604022532,-0.726001187,-0.088136682,-0.576694191,-0.718723453,-0.458452825,-0.694823125,-0.679453911,-0.629069155,-0.613609263,-0.633361166,3.970377233,-0.151046092,-0.396972484,-1.114881759,-0.501871678,0.058984131,-0.653399631,0.135210347,-0.685771943,0.456135541,2.057022675,-0.444809075,0.843802251,-0.541528175,-1.114881759,0.059083173,0.135345909,-0.23366419,-0.534535841,0.877483143,-0.101636359,-0.257860266,-0.505809105,0.664674191,-0.214794398,-0.518046135,-0.497216008,-0.824930621,-0.631874614,-0.911839845,-0.088779427,-0.611011878,-0.348890044,-0.799457556,-0.795249979
-0.071903436,-0.482176416,-0.687460637,-0.867057159,-0.485135015,-0.492237323,-0.392320175,-0.373118913,-0.710421624,-0.946914685,0.246439955,1.015508107,-0.685907061,-0.599248663,-0.45002695,-0.335071632,-0.563700328,-0.508558593,-0.525995024,-0.658458293,0.048738281,-0.470319926,-0.658318888,-0.348510207,-0.622046692,-0.626213532,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-1.04911243,-0.249623681,-0.581833733,-0.501871678,0.301081847,-0.493112417,0.256523389,-0.405326491,-0.261740315,2.218614978,-0.302360938,1.000138866,-0.367883639,-0.581833733,0.301192071,0.256662424,-0.092354971,-0.50886642,1.108563715,-0.023979432,-0.113365741,-0.496901134,0.982365788,-0.054730112,-0.4983393,-0.497216008,-0.824930621,-0.563832838,-0.914314089,0.192359849,-0.57445114,-0.348890044,-0.799457556,-0.795249979
-0.03739348,-0.138682917,-0.424364676,-0.556498572,-0.485135015,-0.492237323,-0.392320175,-0.373118913,-0.477280613,-0.679970343,1.247577264,2.053263944,-0.685907061,-0.58563333,-0.45002695,-0.335071632,-0.563700328,-0.508558593,-0.512428066,-0.602926731,0.193561129,-0.29668642,-0.622312981,-0.308761882,-0.550337964,-0.562061254,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.098841228,-0.232108931,-0.394006286,-0.501871678,1.903828463,0.055250817,-0.442679392,-0.547105762,0.527371869,3.799430242,0.057029056,0.586012959,-0.319733102,-0.394006286,1.904012714,-0.442560371,-0.01038503,-0.334481885,2.565970338,1.365738736,0.255517857,-0.205413374,-0.392685712,0.188115988,-0.267516303,-0.497216008,-0.824930621,-0.477957542,-0.907455014,0.241138814,-0.516745504,-0.348890044,-0.799457556,-0.795249979
-0.76824369,-0.031344428,-0.196567323,-0.326264659,-0.453084255,-0.471369674,-0.392320175,-0.373118913,-0.212466056,-0.342840765,0.340483237,0.124951446,-0.637342263,0.133504016,-0.45002695,-0.335071632,-0.563700328,-0.508558593,-0.418539915,-0.487111038,0.254846974,-0.138370712,-0.484656295,-0.190034701,-0.414822519,-0.472415589,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.577021855,-0.08658271,1.307985166,-0.501871678,0.312278742,-0.244472648,0.169617812,-0.100729329,0.486157426,0.391704728,-0.281554883,0.78372075,-0.141964788,1.307985166,0.312389483,0.169754359,-0.178476923,-0.129465058,1.406966769,1.326049921,0.289595823,0.048345878,-0.662929369,0.092691659,-0.044671647,-0.497216008,-0.824930621,-0.378381096,-0.781229431,-0.791899808,-0.525798322,-0.348890044,-0.799457556,-0.795249979
-0.670366052,0.095868531,-0.003184461,0.052594838,-0.27378537,-0.264443492,-0.392320175,-0.373118913,-0.059693354,-0.020427064,1.59640953,1.450459699,-0.421453852,-0.182056247,-0.45002695,-0.335071632,-0.563700328,-0.508558593,-0.322773249,-0.296084245,0.314208216,0.175374106,-0.341973758,-0.135729026,-0.219334877,-0.352293531,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.198765901,-0.078772731,1.129668731,-0.501871678,0.043362339,-0.105945042,-0.07919651,0.287659666,0.263776782,-0.18352361,-0.130184904,0.420970668,0.143807449,1.129668731,0.043460659,-0.079067085,-0.135989109,0.039338267,1.902096009,1.962521732,0.065079958,0.202959257,-0.6838638,-0.003937767,0.121630604,-0.497216008,-0.824930621,-0.288041388,-0.777125903,-0.653712685,-0.438110986,-0.348890044,-0.799457556,-0.795249979
-0.282671508,0.208652238,0.109624567,0.292695993,-0.194189752,-0.136864944,-0.392320175,-0.373118913,0.067608074,0.229699613,1.254121847,1.403732722,-0.346223525,-0.603344158,-0.439328442,-0.328178086,-0.563700328,-0.508558593,-0.260215015,-0.144184062,0.180949706,0.387467068,-0.176657634,-0.122066841,-0.047724057,-0.309984994,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.458000885,-0.043700953,1.180535134,-0.501871678,0.827698418,0.400080225,-1.640983941,0.15671296,-0.33537039,0.267619667,0.245352075,-0.725785801,0.265691918,1.180535134,0.827831389,-1.640900573,-0.047877176,0.025639004,0.653626024,0.826189327,-0.176266156,0.032579701,-0.95355503,-0.117497024,0.033627081,-0.497216008,-0.824930621,-0.158523629,-0.550057754,-0.121114816,-0.124702597,-0.348890044,-0.799457556,-0.795249979
-0.404210082,0.375200954,0.242868907,0.514739714,-0.485135015,-0.492237323,-0.392320175,-0.373118913,0.232277934,0.491677386,0.454524634,0.773165426,-0.685907061,-0.600820996,-0.157545706,-0.146238995,-0.563700328,-0.508558593,-0.203435435,-0.064868773,0.304630079,0.520536772,-0.131895305,-0.07070699,0.027315768,-0.296315206,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.266795967,0.001598635,1.375841162,-0.501871678,0.045870272,0.297182689,-1.70687235,0.193822756,-1.052167624,0.011952479,0.297444817,-1.075471253,0.235602816,1.375841162,0.045949582,-1.706809521,-0.059912086,-0.07632268,4.265582237,3.780850224,-0.282510583,-4.77E-05,-0.701436189,-0.108276988,-0.013973188,-0.497216008,-0.824930621,-0.065494161,-0.763757538,-0.387033216,-0.404099713,-0.348890044,-0.799457556,-0.795249979
-0.016913317,0.458841066,0.33322504,0.612747796,-0.485135015,-0.492237323,-0.392320175,-0.373118913,0.281374691,0.539492522,1.670747261,1.806399171,-0.685907061,-0.599735632,-0.163388573,-0.154861644,-0.563700328,-0.508558593,-0.025668544,0.037141752,0.412377239,0.449616555,-0.044590548,0.102629517,0.0864692,-0.22863864,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.451956469,0.121642545,1.558740436,-0.501871678,0.277418184,0.38266814,-1.379675849,0.444660052,-0.633741786,0.671506988,0.498885015,-0.614780653,0.399488677,1.558740436,0.277524583,-1.379586518,0.061692524,-0.050175978,1.039308754,1.122755824,-0.000209156,0.077239667,-0.884449034,0.031731563,0.010714593,-0.497216008,-0.824930621,-0.008956304,-0.562863781,0.19192895,-0.104579214,-0.348890044,-0.799457556,-0.795249979
0.111060301,0.682672116,0.448489424,0.639333098,-0.157088919,-0.109793398,-0.392320175,-0.373118913,0.411021004,0.591991551,1.327547085,1.314829591,-0.158489034,-0.598885499,-0.421086257,-0.316348757,-0.563700328,-0.508558593,0.064351793,0.091974998,0.360214783,0.41450069,0.025333589,0.15206495,0.129572124,-0.175683167,-0.629069155,-0.613609263,-0.633361166,-0.25264478,0.360645528,0.184450582,0.550001528,-0.501871678,-0.068181313,0.197553312,-1.162114929,0.291913134,-0.802030421,-0.000131072,0.344498014,-0.702095632,0.276844677,0.550001528,-0.068099447,-1.162030301,0.192530049,-0.007544466,0.797353854,0.89341518,-0.128152528,-0.123917145,-0.444930711,0.024819614,-0.049804756,-0.497216008,-0.824930621,0.049847849,-0.51786399,0.315891418,-0.095211333,-0.348890044,-0.799457556,-0.795249979
0.475623458,0.836080004,0.469865203,0.603796423,0.233014969,0.295638003,-0.392320175,-0.373118913,0.45346436,0.586283223,0.73833198,0.708059871,0.536860255,-0.597290056,-0.45002695,-0.335071632,-0.563700328,-0.508558593,0.100365823,0.008015797,0.301122286,0.182063702,-0.056615121,0.153532379,0.014745294,-0.208455901,-0.629069155,-0.613609263,-0.633361166,-0.25264478,1.613982227,0.13850694,-0.084431656,-0.501871678,-0.174322215,-0.041811297,-1.389110465,-0.124126153,-0.686159431,-0.659626476,0.081010369,-1.122630099,-0.116187996,-0.084431656,-0.174258657,-1.389048146,0.281487564,-0.259104072,0.116181364,-0.081190781,-0.138377598,-0.28669652,-0.620501997,0.042913922,-0.270937947,-0.497216008,-0.824930621,0.113683763,-0.4503643,0.834547065,-0.216786253,-0.348890044,-0.799457556,-0.795249979
0.670773753,0.928530315,0.533894884,0.657420711,0.921944939,0.806166123,-0.392320175,-0.373118913,0.534756701,0.673923116,0.27539497,0.07381136,1.70987562,-0.548678134,-0.448116889,-0.333885868,-0.563700328,-0.508558593,0.133667213,-0.023120819,0.291101514,0.094910825,-0.051602839,0.181929313,-0.011610883,-0.194364452,-0.629069155,-0.613609263,-0.633361166,-0.25264478,2.008591601,0.137401897,-0.135496779,-0.501871678,0.060831723,0.058465533,-0.907122837,-0.219436293,-0.743290973,-0.050564944,0.169133965,-0.866933089,-0.187538443,-0.135496779,0.060925437,-0.907023634,0.216869074,-0.186182925,0.502889983,0.206941218,-0.027767219,-0.287985984,-0.48305448,0.083116441,-0.227665704,-0.497216008,-0.824930621,0.127115516,-0.174910107,1.057152327,-0.099241066,-0.348890044,-0.799457556,-0.795249979
0.697883125,0.996474975,0.627481777,0.65896846,1.814316351,1.701588609,-0.392320175,-0.373118913,0.645088449,0.685543585,-0.159061963,-0.132644186,3.011045243,-0.563259152,-0.45002695,-0.335071632,-0.563700328,-0.508558593,0.225272814,0.049550535,0.372138048,0.151635185,0.011335004,0.265988401,0.053539026,-0.118331594,-0.629069155,-0.613609263,-0.633361166,-0.25264478,-0.03525307,0.225272264,1.538573948,-0.501871678,0.518821839,0.185429422,-0.311426529,0.002965168,-0.544486138,-0.095422083,0.209596682,-0.387255481,-0.084412682,1.538573948,0.518936533,-0.311310699,0.354023929,-0.171639495,0.110423784,-0.030764426,0.200626987,-0.29338898,-0.70721759,0.264180431,-0.224072888,-0.497216008,-0.824930621,0.137127903,-0.083570306,1.141317968,-0.076317319,-0.348890044,-0.576183757,-0.620990715
1.136646708,1.061131597,0.739112512,0.732973463,0.171745235,0.114071947,-0.392320175,-0.373118913,0.744324607,0.751974979,0.292307469,0.084112238,0.309429546,-0.51677669,-0.442891037,-0.330681366,-0.563700328,-0.508558593,0.282731913,0.094018241,0.4079676,0.179396492,0.061265387,0.319944077,0.097234818,-0.053948542,-0.228675636,-0.515222322,-0.051869617,-0.25264478,0.444317969,0.384157428,1.513457687,-0.501871678,0.696893699,0.215242928,-0.039510169,0.126351482,-0.641258365,0.663716203,0.413109206,0.073958903,0.028928778,1.513457687,0.697010218,-0.039394881,0.361976322,-0.097986065,-0.066868286,-0.048656628,0.221197084,-0.345490143,-0.621672298,0.289565709,-0.199962204,2.747505508,0.477451967,0.168054937,1.249852987,1.795469004,0.661008614,-0.348890044,-0.212279463,-0.281245486
