CLPRB,CLTCV,CLCCB,CLICV,ESCCB,ESICB,GETCB,GEICB,LOTCB,NGACB,NGCCV,NGICV,NGTCB
-0.01303162112088767,0.00021334328717812967,0.0,0.09291585193593205,-0.011172222771289755,-0.00993222736029141,0.0,0.0,-0.00773207462173562,0.06403896314612822,-0.005956516908205745,0.000611002139704576,0.21204260566090788
-0.005422997270110144,-0.006177841837245544,0.023782970508207373,0.019699130217857703,-0.00042698758118690024,-0.0007133269752848158,0.0,0.0,0.0024554703804641705,-0.020504237084132373,0.0008351113984359286,-0.03133638374009282,-0.002671667000422298
0.023520732447331417,-0.02989193835135665,-0.02157738840911378,-0.08117854026724981,-0.003933133353289985,0.037569095379827756,0.0,0.0,0.009677835125008506,0.0836076828730271,-0.03380781476531351,-0.036122177550083685,-0.018362543995900583
-0.012364456192369304,-0.010133834823795509,-0.020132876609860788,-0.0713636033170392,-0.00284475245477299,-0.00288319798477689,0.0,0.0,-0.0012973659173236233,-0.019126035592687423,-0.010284766125223523,-0.004072456977781191,-0.012751019457112088
-0.0003908420632932546,0.01100205420576158,0.003064392006315816,-0.0349554266024662,-0.009793821946787313,-0.011825766698212361,0.0,0.0,-0.00798633344835684,0.009674629578275357,0.006369868693393247,0.02304459993762885,-0.04138287232777062
-0.004609495642387489,0.004861265532958308,0.016978120242989635,-0.02096913518178962,-0.017994563303443907,-0.035262079543427666,0.0,0.0,-0.020164522569395,-0.014674469078444342,0.019674627917232908,0.045241887571863024,-0.035402389216155766
0.014095479064169728,0.03184204289248399,0.05024653054220195,-0.07062202139049106,-0.01734483990170784,0.00758764462220016,0.0,0.0,0.00019587519057144074,0.012402702482846672,0.021211943544441923,0.08449187300904898,0.011578439606670708
-0.07155246019064729,0.021058265435006034,-0.009233828215052978,-0.17396723080214008,0.016492612179974993,-0.057511998684889404,0.0,0.0,-0.0232452113222094,0.06627055791906632,-0.05176836788384214,0.10431313015366196,0.04273198568202342
-0.010718912220442842,6.232659633139245e-05,-0.13310688434192997,-0.19049278733889485,0.05246775362357989,-0.025371609815168648,0.0,0.0,0.010510726893711122,0.1488955224650041,0.04975866030890795,0.19637011585112332,-0.003974340903346196
-0.018892519563029682,0.027290854260302658,-0.08326892690833254,-0.1723722875051885,0.05080896674868311,-0.008430304024031053,0.0,0.0,0.01931324343390706,0.13822266558672752,0.0024421082684872456,0.05136588240879539,0.12735154467183687
-0.08210223987619204,0.047413886248241485,-0.07655991379899738,-0.1156312443207427,0.014007880282464918,-0.002491609258379527,0.0,0.0,0.0005930159330339448,0.15305756169985918,-0.08996386798769741,-0.0039049312955821984,0.2251032963296455
-0.1983758327396672,-0.10657666385519167,-0.042789968622700944,0.07373872303222426,0.01351557047196294,0.07708262806588308,-0.02234486595804213,-0.008020062450782992,0.02131900784436849,0.3185763003876106,-0.05047179795037138,0.0324371827578024,0.03497127167921925
-0.11572609189137759,-0.07914169332427591,-0.16832699302580684,0.2919803698582365,0.09982434573874113,0.23572402755520194,-0.03845744167351051,-0.004068247664588556,0.10713865511364559,0.1490665048726802,-0.15257548646378305,0.4969596617583569,0.18404380922526037
0.12369530489469104,-0.010833324346078853,0.15767733452160937,0.39048793941559673,0.17598162886201765,0.32542793015124866,0.05454628836072898,0.06266622420407453,0.19952109274467136,0.21966769142019174,-0.029535223661143525,0.3940454730383504,0.20063461333397384
0.1738647744961155,-0.009294210627314345,0.10852856553232754,-0.05023813423795407,-0.060286193892474735,-0.10093505550313187,-0.035247355887520634,-0.04049439074136294,-0.05627601735336475,0.027961224508391048,0.12357732448702213,-0.00905869102783417,0.040374786897743375
0.25374693977394996,-0.18283862858266875,0.14147697525173988,-0.04941113309797064,0.02841281777160163,-0.04023122468155518,-0.044816004979192345,-0.06539929876499238,0.022671832686336726,0.0887106415679196,0.08448834961834795,0.0408311956941323,-0.047341293362707475
-0.03527703883186592,-0.08031933204924899,0.06204747185094033,-0.1763780317660457,-0.07934763296562303,-0.05891563967410103,-0.040727017808235226,-0.045437167389917384,-0.034661499262207365,-0.07838032859781907,0.12135184067596978,-0.1535255241610824,0.2592513071861122
-0.016412160499891377,-0.03505637434602708,0.06139198979746731,-0.09685944967392421,-0.013028610763323284,-0.021688340874598547,-0.014529063393038815,-0.022162485164061867,0.0008845165987037729,-0.061793258811419435,0.23042325460859167,0.09272496021607306,0.4428543519490924
0.09431671323405723,-0.01760656015564029,0.23164381318130928,-0.049686924163022034,0.09776951100728543,0.05628968948621926,0.025600188476014005,0.01050453961998283,0.08890188668596785,-0.07242812711606472,0.24797669964136257,0.10312792656232939,0.3923366950608982
0.06478685963899833,-0.024115698521892253,0.2033961511498344,-0.046160315803205086,0.1116515914242495,0.14401321048105678,0.07244294066244589,0.06642801422039085,0.13642952458579208,-0.06579592181558616,0.15997910884582914,0.14605637372723212,0.3681457033718712
0.04596057558200582,-0.0023953476175867295,0.09968443231606672,0.00614348070615158,0.06385910204773902,-0.006029896531341344,0.032048471004841386,0.028850111216984407,0.037640875113562317,0.08766003386451186,0.055936402963840205,0.12549494107690523,0.04584178581170135
-0.1454699623148208,-0.034060462800240894,0.13782841749802524,0.0852144922299969,0.020770311318237266,0.0038028323719096124,0.05868907539323714,0.019628873589460208,0.03544236609580414,0.023337581574627148,-0.13309197692972402,0.07744152342484921,0.16308088636103027
-0.19345483961613358,-0.07308363823396145,0.10314121011380271,0.07496936475572313,0.15095603440819624,0.06692317322049271,0.09825407854416922,-0.036513872289557534,0.06164202383672388,-0.016328459221722907,-0.11587995728515685,0.08643607873092166,0.09001223681624117
-0.2464335209374498,0.015459798799351407,0.13419947862881107,0.06091395996028253,0.033019080650740606,-0.051807436224062406,0.19447025921487746,-0.09734624013102922,-0.0386993181680921,-0.06188041249731847,-0.0982016110885268,0.03897315479495002,0.14211247648416697
-0.11833337034737142,0.18612794725497686,0.3137978735599049,0.31678503093806537,-0.023942125497641447,0.16446624400905882,0.3111010374734535,-0.09901812003143387,-0.002366089182465031,-0.08943436095768721,0.14863355592197847,-0.09405141085409222,0.209476847965844
-0.22007842768877575,0.21651485991426545,-0.11121715050269536,0.03993662383100013,-0.11064500342296392,0.2640295124778831,0.13083735264536853,0.12985267182065338,-0.14597597158472048,0.008427469013236391,0.30896053296487114,-0.1645280722942753,0.14952447967657473
0.0718307969422522,0.031396364228323106,0.11160705890502491,-0.028226090976176735,-0.18645192459135487,-0.16704606297852792,-0.3501246374941573,0.3951917381884529,-0.08001734806847469,0.1844105729507447,0.44144799329906814,0.0090625297208785,0.2325001586154094
-0.22732676324667053,-0.2578241605102741,0.0029654982812372453,0.12898954851073535,0.25383224627116197,-0.44743133316701406,0.2931418018490197,-0.020320489441319808,0.14884361343189373,0.11715734020269385,0.31291649043030934,0.03802317632147271,0.5016780482821359
-0.11165697773378848,0.059985798344890325,-0.021435398404904858,0.2289123237956502,0.01782844637163653,-0.09116456899803761,0.061848530146296515,0.04099717382138201,0.08454031220134192,-0.028190816554517287,-0.14457175123870478,0.0011035924829298734,0.29065339875881924
-0.09037309011597856,0.08830755818808254,-0.03420169472975111,0.1752169308820644,0.0676631248290091,0.07009242494466196,0.05202863603632008,0.08163760506165456,0.07873137606774953,-0.11920312242790676,0.11714524638180138,0.06873411105331981,0.19157771384453293
