BMTCB,CLPRB,CLTCB,CLTCV,CLCCB,CLCCV,CLACB,CLACV,CLEIB,CLEIV,CLICB,CLICV,CLRCB,ELEXV,ELIMB,ELIMV,ESCCB,ESCCV,ESICB,ESICV,ESRCV,ESTCB,ESTCV,GDPRV,GETCB,GECCB,GEICB,GERCB,HYTCB,LOTCB,NGACB,NGACV,NGCCB,NGCCV,NGICB,NGICV,NGMPB,NGRCB,NGRCV,NGTCB,NGTCV,NNACB,NNCCB,NNICB,PAACB,PAACV,PACCB,PACCV,PAICB,PAICV,PARCB,PATCB,PATCV,SOTCB,TPOPP,WWCCB,WWTCB,WWTCV,WYTCB
-0.73293978,-1.004115594,-0.940247493,-1.104721207,-0.859612422,-0.814420403,-0.158881034,4.258027759,-0.931546029,-1.102815278,-1.3593671,-1.056906555,-0.427367961,-0.328476864,-0.371362032,-0.364336387,-0.985959845,-1.067077277,-1.038558499,-1.106592903,-1.026966354,-1.015764292,-1.06508359,-0.929851565,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.801659577,-1.017310679,-0.142800069,-0.508645326,1.695021545,-0.954984416,1.345948235,-0.625708148,-0.170381637,0.648229565,-0.896973921,1.650983212,-0.87808149,-0.142800069,1.695022371,1.345948038,-0.991137459,-0.834275586,-0.420146702,-0.78701898,-0.622847463,-0.913967662,0.944067734,-0.956605135,-0.850513168,-0.776637952,-1.186558572,-0.655367809,-0.443059667,-0.496212132,-0.35731335
-0.793371919,-0.92145387,-0.735196124,-1.083913813,-0.829697041,-0.799854671,-0.16601366,3.38368941,-0.726169598,-1.081926172,-1.332739087,-1.05398713,-0.420435563,-0.328476864,-0.371362032,-0.364336387,-0.899332602,-1.046787628,-0.957655281,-1.094177629,-1.004434755,-0.9286966,-1.045568928,-0.913472266,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-1.247684485,-0.92168647,-0.225672905,-0.508645326,1.818813566,-0.939211609,1.512190578,-0.390269751,-0.040422146,1.083329068,-0.876652568,1.628329248,-0.846807355,-0.225672905,1.818814277,1.512190272,-0.844893424,-0.819048091,-0.44515475,-0.783391839,-1.01273389,-0.919856561,0.646616429,-0.92808862,-0.838498853,-0.776637952,-1.096940357,-0.671274575,-0.520573423,-0.488860081,-0.35731335
-0.841960465,-0.914040718,-0.705258595,-1.080402458,-0.929295274,-0.85529273,-0.194179472,1.635012712,-0.695037614,-1.078097346,-1.456259553,-1.08623281,-0.515094414,-0.328476864,-0.371362032,-0.364336387,-0.805062712,-1.016239682,-0.895810221,-1.072934303,-0.9761755,-0.845480398,-1.017641315,-0.889008044,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-1.331183444,-0.836009202,0.29072234,-0.508645326,1.611694792,-0.937110764,1.572896946,-0.379137741,0.136606177,1.734374806,-0.85266268,2.202288761,-0.823939249,0.29072234,1.611695695,1.5728966,-0.608432846,-0.804754928,-0.334581953,-0.772612811,-0.518624273,-0.885667505,1.069710114,-0.570420573,-0.820531964,-0.776637952,-1.02416583,-0.685793422,-0.582895902,-0.481805489,-0.35731335
-0.948613233,-0.857452487,-0.602482118,-1.069287246,-0.929295274,-0.85529273,-0.171884294,3.38368941,-0.594396591,-1.067681199,-1.120714013,-0.973423398,-0.515094414,-0.328476864,-0.371362032,-0.364336387,-0.711660875,-0.993159266,-0.888416567,-1.061120982,-0.945116534,-0.773119632,-0.994021491,-0.856207555,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.818432807,-0.765932367,-0.207544686,-0.508645326,0.396516088,-0.987238927,0.903010651,-0.529131415,0.080975565,-1.271520149,-0.937864445,1.124455309,-0.874737429,-0.207544686,0.396518126,0.903010742,-0.40827179,-0.771494225,-0.253586911,-0.747045243,0.192000527,-0.799709301,0.515868365,-0.183928083,-0.775249018,-0.776637952,-0.945933214,-0.698731016,-0.71969491,-0.482296261,-0.35731335
-0.971731551,-0.836920023,-0.540368202,-1.037387453,-0.929295274,-0.85529273,-0.208388748,1.197843538,-0.529615766,-1.035069407,-1.467611267,-1.054359822,-0.515094414,-0.328476864,-0.371362032,-0.364336387,-0.691443854,-0.958903072,-0.961610349,-1.026561781,-0.904044966,-0.771715419,-0.957193368,-0.817374791,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.718163616,-0.739414972,-0.020206927,-0.508645326,0.321433461,-0.922702387,0.672306436,-0.072223624,0.148181411,-0.870350064,-0.87230391,1.106792194,-0.76274365,-0.020206927,0.32143557,0.672306678,-0.456201817,-0.663352439,-0.407430969,-0.643306,0.371251364,-0.627619747,0.110672058,-0.153549557,-0.657851057,-0.776637952,-0.870767857,-0.697305536,-0.749347801,-0.474690316,-0.35731335
-0.568539837,-0.896395102,-0.621292118,-1.023670688,-0.929295274,-0.85529273,-0.221598946,-0.332248573,-0.60930419,-1.020583743,-1.669865328,-1.158077086,-0.515094414,-0.328476864,-0.371362032,-0.364336387,-0.781980424,-0.945845509,-1.011617445,-0.987894749,-0.879108321,-0.840009136,-0.934620183,-0.776238035,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.835248512,-0.827439089,-0.244904406,-0.508645326,-0.079360714,-0.921202042,0.19528385,-0.068922404,0.056221588,-0.191556964,-0.82401617,0.601440339,-0.70340998,-0.244904406,-0.079358231,0.195284404,-0.413592762,-0.61070091,-0.490803699,-0.637017667,0.531626849,-0.556858587,-0.546013791,-0.016758048,-0.600569358,-0.776637952,-0.787278331,-0.646352993,-0.232190794,-0.455680898,-0.35731335
-0.349047528,-0.799278341,-0.573604997,-0.993580026,-0.929295274,-0.85529273,-0.219373499,0.104920602,-0.563033179,-0.991313197,-1.454998413,-1.012284373,-0.515094414,-0.328476864,-0.371362032,-0.364336387,-0.687388691,-0.892216225,-0.896818725,-0.894076056,-0.834902532,-0.749110231,-0.875761533,-0.72781228,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.690934874,-0.72789051,-0.338560847,-0.508645326,1.721289491,-0.671660216,0.840021324,0.214588797,0.104638079,2.025341975,-0.714336471,1.718028397,-0.511154806,-0.338560847,1.721290292,0.840021457,-0.237983836,-0.578466495,-0.446414892,-0.603967398,0.615137783,-0.497105177,-0.608815615,0.047315097,-0.57063003,-0.776637952,-0.701701202,-0.617826886,0.049342736,-0.443719267,-0.35731335
0.005200149,-0.664442979,-0.415551782,-0.942709708,-0.929295274,-0.85529273,-0.217556843,0.323505189,-0.40655606,-0.941404867,-1.176119797,-0.829028283,-0.515094414,-0.328476864,-0.371362032,-0.364336387,-0.627464488,-0.818892977,-0.776940236,-0.782509475,-0.765957022,-0.670628698,-0.795775328,-0.692288889,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-1.241072983,-0.640932187,-0.726864173,-0.508645326,0.351160678,-0.580133993,-0.211849872,0.69582599,0.050533303,-0.839958207,-0.67750649,0.239347454,-0.321913193,-0.726864173,0.351162758,-0.211849052,-0.0428294,-0.518855532,-0.117952175,-0.491615172,0.754867286,-0.405125537,-0.342452893,0.264206718,-0.504808919,-0.776637952,-0.624655254,-0.584018634,0.503721291,-0.409776358,-0.35731335
0.222466467,-0.488729947,-0.494277443,-0.853406681,-0.929295274,-0.85529273,-0.221598946,-0.332248573,-0.49846937,-0.860671987,0.627170355,0.517851957,-0.515094414,-0.328476864,-0.371362032,-0.364336387,-0.622409362,-0.73656931,-0.630739474,-0.551983272,-0.661465923,-0.609001711,-0.674662675,-0.632217495,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-1.218645977,-0.551612244,-0.68445856,-0.508645326,0.352301527,-0.458852259,-0.696629296,0.958161623,-0.046185056,-0.804984467,-0.585903359,-0.257490674,-0.225633722,-0.68445856,0.352303607,-0.696628159,0.205140332,-0.460734608,-0.255222312,-0.520151474,0.606632236,-0.387433603,-0.811608668,0.318666577,-0.461451388,-0.776637952,-0.559595526,-0.571932374,0.782399635,-0.382997632,-0.35731335
0.745038827,-0.164050817,-0.425003696,-0.790704425,-0.423233885,-0.156578972,-0.221598946,-0.332248573,-0.432539885,-0.800857294,1.017973451,0.90136824,-0.389948137,-0.328476864,-0.371362032,-0.364336387,-0.581018298,-0.627600418,-0.476739766,-0.274291776,-0.526938911,-0.520583987,-0.52136657,-0.564982775,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.788392411,-0.473847198,-0.255797786,-0.508645326,0.483859246,-0.329302504,-1.044856005,-0.342976834,0.014345267,-0.248947431,-0.486231693,-0.324609776,-0.196481927,-0.255797786,0.483861203,-1.044854641,0.01363827,-0.307333009,-0.429104855,-0.451903866,0.921478495,-0.097805856,-0.545003386,0.308173083,-0.288511845,-0.776637952,-0.423469841,-0.500123512,1.452681164,-0.313956016,-0.35731335
-0.601622858,0.121641432,0.055345838,-0.58769983,4.888825397,4.479649437,-0.221598946,-0.332248573,0.059090859,-0.588681548,-1.435302685,-1.038722259,1.01476891,-0.328476864,-0.371362032,-0.364336387,-0.53575891,-0.504741752,-0.463952786,-0.27665827,-0.42852388,-0.488009036,-0.432588208,-0.456485626,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.484772668,-0.426681654,0.331351946,-0.508645326,0.102394652,-0.176878454,-0.810680358,1.966389644,-0.145538485,-0.187680659,-0.32395011,-0.090204813,0.133627934,0.331351946,0.102396965,-0.810679146,-0.160547973,-0.054362381,1.086555864,0.560807462,0.332668444,0.243875252,-0.342833722,0.025165397,-0.009577043,-0.776637952,-0.351517526,-0.602636426,-0.274624989,-0.379468294,-0.35731335
-0.070852859,0.178808451,-0.001768533,-0.45679591,-0.235081141,0.061112516,-0.221598946,-0.332248573,-0.015325918,-0.469519625,1.981168103,1.514028398,-0.364354948,-0.328476864,-0.371362032,-0.364336387,-0.566919419,-0.415344391,-0.315276353,0.008427561,-0.370911633,-0.473178791,-0.313413111,-0.340029227,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.548551955,-0.452029399,0.410954366,-0.508645326,-0.548228813,-0.210913619,-1.506451282,1.988073577,-0.220520179,-1.167069397,-0.321456558,-0.827078931,0.179939526,0.410954366,-0.548251205,-1.506460545,0.265738874,0.218692575,2.079460043,1.486898464,0.132250083,0.582089864,-1.223669768,0.288539367,0.267692529,-0.776637952,-0.28344302,-0.528021722,0.361926086,-0.299247831,-0.35731335
0.06543817,0.286391598,0.273515971,-0.248017535,0.761749196,1.985201596,-0.221598946,-0.332248573,0.258984182,-0.266167817,2.032059527,2.264118976,-0.172481592,-0.328476864,-0.371362032,-0.364336387,-0.491718431,-0.245350806,-0.469843692,0.092969455,-0.236804585,-0.476552459,-0.173086972,-0.309407059,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.657255698,-0.439973839,0.106303643,-0.508645326,-0.344898174,0.164674886,-0.699652342,0.220021603,-0.757012803,-0.718678421,-0.015022685,-0.601810943,0.199218433,0.106303643,-0.344990562,-0.699674355,-0.104888184,0.077486737,0.890825531,0.64567705,-0.806402944,-0.061835017,-0.443108468,-0.27346334,0.061472965,-0.776637952,-0.192839318,-0.534939171,0.430126308,-0.300017683,-0.35731335
0.422349989,0.318660299,0.640095682,-0.025116178,0.623578849,1.768039771,-0.221598946,-0.332248573,0.632916151,-0.036747445,1.178768423,1.509167864,-0.222508387,-0.328476864,-0.371362032,-0.364336387,-0.501033354,-0.270609467,-0.556978617,0.065457805,-0.172651279,-0.481615703,-0.167608771,-0.282596952,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.533309777,-0.454371381,-0.219917118,-0.508645326,-0.265377669,0.323019436,-1.053740608,0.514470926,-1.13955695,-0.74342511,0.118784101,-1.42003732,0.187244642,-0.219917118,-0.265375012,-1.053739238,-0.411415082,-0.124642362,5.177833736,2.416466954,0.854038086,0.534257794,0.255098894,0.17037967,0.007077614,-0.776637952,-0.103801317,-0.512903831,0.670641164,-0.285274783,-0.35731335
0.652761367,0.40851957,0.536332292,0.050437992,0.15557903,0.795313694,-0.221598946,-0.332248573,0.5342865,0.045588642,0.506641326,0.654521464,-0.263370059,-0.328476864,-0.371362032,-0.364336387,-0.06164748,0.078626075,-0.213361348,0.178186973,0.021630529,-0.111960312,0.079606853,-0.219132404,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.482877302,-0.106102406,-1.613469431,-0.508645326,-0.105409166,0.407542564,-0.884965172,0.63477254,-0.88629672,-0.401858224,0.250219088,-1.841570447,0.263514892,-1.613469431,-0.105406659,-0.884963913,-0.28605411,-0.106939063,1.345662418,0.484068957,1.049829023,0.852248378,-1.801329779,0.049356935,-0.001128754,-0.776637952,-0.038619132,-0.502643031,0.791900233,-0.271882356,-0.35731335
0.733244618,0.5306291,0.685507221,0.343592319,0.11681708,0.660867572,-0.221598946,-0.332248573,0.682209833,0.33963322,0.736781106,0.75533483,-0.223227802,-0.328476864,-0.371362032,-0.364336387,-0.039064206,0.197656747,0.184191957,0.494227961,0.140155911,0.026414589,0.239744627,-0.171502574,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.08935807,0.052017611,-0.434962886,-0.508645326,-1.075447223,0.177458258,-1.379926014,-0.530562719,-1.021686852,-1.686223952,0.007662701,-2.054103794,-0.006070022,-0.434962886,-1.07544381,-1.379924431,-0.194953362,-0.088553969,0.375103235,0.226532272,-0.519285121,0.087937658,0.997580129,-0.262536175,-0.050752432,-0.776637952,0.024487112,-0.471474513,0.874535707,-0.273931891,-0.35731335
0.802470421,0.441992576,0.42793105,0.24281665,-0.281610877,0.057757983,-0.221598946,-0.332248573,0.422242369,0.237422176,1.050930591,0.970494965,-0.323722481,-0.328476864,-0.371362032,-0.364336387,0.03482426,0.312503232,0.068181252,0.454754011,0.212380639,0.03101015,0.3080858,-0.201957179,-0.642092323,-0.786605033,-0.608258235,-0.71633687,0.353143764,0.013205205,-0.457411052,-0.508645326,-0.419849505,0.080470005,-2.033764849,-1.096187314,-1.762066625,-1.157445167,0.041409438,-2.560017705,-0.15771649,-0.457411052,-0.419846704,-2.033762839,-0.0093891,-0.252900543,-0.200911828,-0.323945374,-0.593591493,-0.247654429,-1.057143648,-0.245286485,-0.265392598,-0.776637952,0.095535577,-0.424721686,0.966662553,-0.282202182,-0.35731335
-0.046890159,0.200649702,0.611373739,0.45500165,-0.227349477,0.1848771,-0.221598946,-0.332248573,0.615655332,0.457269439,-0.276655997,-0.012365477,-0.307689813,-0.328476864,-0.371362032,-0.364336387,0.157112031,0.348424169,0.041915686,0.41958768,0.285163531,0.102693822,0.342297004,-0.175901107,-0.642092323,-0.786605033,-0.608258235,-0.71633687,0.32338367,0.059944186,-0.465508528,-0.508645326,-0.548728214,-0.073512342,-1.254848426,-0.580856565,-1.274256703,-0.235030427,0.039842533,-1.989340243,-0.232224021,-0.465508528,-0.548725293,-1.254846925,0.194176585,-0.165031931,0.205837093,-0.163473291,-0.585014509,-0.292141417,-1.070099044,-0.064138746,-0.191851685,-0.776637952,0.141576544,-0.601505676,-0.327633531,-0.363922188,-0.35731335
0.18200894,0.462469933,0.663862117,0.442865685,-0.535514994,-0.335251954,-0.221598946,-0.332248573,0.667989825,0.445857855,-0.170929189,-0.059511099,-0.40522934,-0.328476864,-0.371362032,-0.364336387,0.218356881,0.441554192,0.140453261,0.403631765,0.327309619,0.173016494,0.395296834,-0.132837374,-0.642092323,-0.786605033,-0.608258235,-0.71633687,-0.419984515,0.134169821,0.3085671,-0.508645326,1.308051466,0.253878047,-1.496556851,-0.325824443,-1.400912648,-0.198217683,0.113319307,-1.401525535,-0.102889489,0.3085671,1.308052653,-1.496555191,0.247765475,-0.158892881,-0.038378019,-0.283158564,-0.541981571,-0.333382785,-1.323732883,-0.029696276,-0.198980711,-0.776637952,0.176030734,-0.576265191,-0.209939839,-0.353275635,-0.35731335
-0.065616348,0.663656372,0.795759931,0.616963532,0.299625913,0.624938766,-0.221598946,-0.332248573,0.801110652,0.621898509,-0.457544478,-0.347718997,-0.191952007,-0.328476864,-0.371362032,-0.364336387,0.361390472,0.525663591,0.238164684,0.474770138,0.357962932,0.275142787,0.458309715,-0.071257911,-0.194477334,0.522642477,-0.314979453,0.868544433,1.108980462,0.339844937,1.284520344,-0.508645326,0.768196998,0.298489286,-1.358202695,0.088642362,-1.247524964,-0.684200581,0.170727347,-0.835684871,0.008399061,1.284520344,0.768198689,-1.358201126,0.19605351,-0.081297767,0.050240991,-0.179572556,-0.442887963,-0.182929598,-0.70019748,-0.015179598,-0.106144901,1.575086308,0.215578558,-0.218506628,-0.708374361,-0.409510892,-0.35731335
-0.382358691,0.714134733,0.755608759,0.704776958,-0.296576943,0.007086891,-0.221598946,-0.332248573,0.761984999,0.710262306,-0.494084331,-0.268715916,-0.35862548,-0.328476864,-0.371362032,-0.364336387,0.416755856,0.53273091,0.352125026,0.44044247,0.3922151,0.350091268,0.466333405,-0.001174618,-0.183607404,0.522642477,-0.302491391,0.868544433,0.793376172,0.406239557,2.911849778,-0.508645326,0.000711568,0.28576178,-0.312358031,-0.017076271,-0.816004669,-0.239775183,0.232711934,0.482864101,-0.012330047,2.911849778,0.000713976,-0.312357145,0.182977161,0.037812872,0.422174471,0.213718235,0.349160812,0.543689565,0.158169709,0.247010887,0.101379261,1.65717095,0.267106772,0.010705909,-0.864574109,-0.063837227,-0.35731335
-0.288850813,0.42276966,0.357718519,0.492442174,0.105065195,0.577533929,-0.221598946,-0.332248573,0.362413132,0.496234847,-0.485508409,-0.247619958,-0.290495134,-0.328476864,-0.371362032,-0.364336387,0.428378621,0.570439382,0.426377346,0.446208908,0.465301274,0.393832114,0.509936704,0.153611855,-0.169303897,0.522642477,-0.286058617,0.868544433,1.165456129,0.433010002,2.554773191,-0.508645326,0.161275605,0.267129339,-1.245178904,0.199690157,-0.593996225,0.079591698,0.244191781,-0.2034746,0.000415738,2.554773191,0.161277863,-1.245177409,0.201006353,0.014147462,0.061853078,-0.121700841,1.788872182,0.878224998,-0.521155197,0.623144156,0.109665512,1.696619877,0.365454431,0.048337218,-0.787037454,-0.060977,-0.35731335
-0.358590208,0.733376901,0.676792056,0.654970841,0.308389153,0.961539595,-0.221598946,-0.332248573,0.681148609,0.658249013,-0.357057283,-0.088635478,-0.246345757,-0.328476864,-0.371362032,-0.364336387,0.489877619,0.61122558,0.461050632,0.461992553,0.519579411,0.451592155,0.550407616,0.251761979,-0.153756449,0.522642477,-0.268196727,0.868544433,1.345393916,0.476798884,1.122476154,-0.193676101,0.639240284,0.128469251,-0.964096483,0.744177015,0.215898327,0.513887982,0.143939224,-0.665954241,-0.036701947,1.122476154,0.639242096,-0.964095172,0.439490795,0.095812884,-0.534301258,-0.436231366,1.649841644,0.327750172,-0.983783787,0.726198788,0.101958592,1.703642358,0.482479719,0.097264637,-0.719699112,-0.081340975,-0.35731335
