CLCCB,CLACB,CLRCB,ELIMV,ESRCV,ESTCV,GDPRV,GETCB,HYICB,HYTCB,NGCCB,NGCCV,NGRCB,NGTCV,NNACB,PACCV,WYTCB
-0.0856033809477873,0.0,-0.11803519888381606,0.0,0.02919533728354927,0.030347058070437267,0.03990590243730114,0.026542628326750525,0.0,-0.0013880967680578668,0.052180472770994586,0.015400956925881719,-0.06174312137339704,-0.00703631185528112,0.00716055489113979,-0.053044209452503537,0.0
-0.08417395317755973,0.0,-0.10532245565014867,-9.127613797474235e-06,0.018303592332443653,0.018627558070799022,0.04317082028932557,0.03277891700202486,0.0,-0.009387765674029292,0.07978376194225069,0.03355144514323939,-0.07448165323232606,0.018271509968865313,-0.000997511630501718,-0.051269051477718965,0.0
0.022163709223143976,0.0,0.027394950148469915,0.016208349605248775,0.023589565964497055,0.03137083817060973,0.1982456425578125,0.08037882549955255,0.0,-0.16937327073249922,-0.08052439101461606,-0.20623643437513844,-0.17934871411248043,0.017559107374023834,-0.14830599467551225,0.5937006040126691,0.0
0.0,0.0,0.0,0.0,0.05181900526013314,0.04600104688342869,0.1151497750780968,0.059880517777483655,0.0,-0.22079717084480674,0.1565860222985668,0.08606163817357246,0.0659425588796492,0.07237811792644398,-0.053116744885736714,0.05474732264814758,0.0
0.0,0.0,0.0,0.18115012685210197,0.02948765984229774,0.02738914115633289,0.05896332255966547,0.038042210317051545,0.0,-0.07944674355637302,0.02873785993145225,0.0532225569581079,0.17635223217013302,0.08577830170920998,-0.14878747986595825,0.015803516398377758,0.005024278503373642
-0.08173651823396912,0.0,-0.05118168557315662,0.20286634086872432,0.0562355998341014,0.06626196789608231,0.14718329854449846,0.10217987752650451,0.0,-0.1339909970900768,-0.013700419934969196,0.12713492982697427,0.040102428613042994,0.18941930389197692,-0.00867910953196997,0.09277102024080666,0.026630294131390227
0.04454395624253324,0.0,0.029844193949263135,0.063297713842399,0.018813394954611075,0.01784850105713408,0.01825420881217046,0.006702780719927927,0.0,0.016458676268328375,0.024687660653921324,0.03669068356191789,0.00969086969059687,0.05362273762363934,-0.05011026923488337,0.05866508019257164,0.0019311107134699313
0.015719381878366613,0.0,0.008757504560559886,0.07237126956548422,0.000518411306548368,-0.003713525565203499,-0.003572414789457483,-0.013001369699025099,0.0,-0.04275691732550697,0.03428543436472163,0.013451324729367917,0.04317692806302041,0.02991219614341644,-0.07411374116958112,0.04734874947774282,-0.01296653616029482
0.022370921297100034,0.0,0.01615814270859801,0.06778329379338724,-0.005852799148062631,-0.01118197403323854,-0.005577255912334964,-0.014935306890706762,0.0,-0.044779945985574915,0.06790182335519754,0.02005257569727816,0.04962964285693417,0.022085999581367935,-0.05207113926737962,0.04190241196880013,-0.010526868732495231
-0.005351232010212204,0.0,-0.009342226600462127,-0.025418405845448376,-0.002509874024161285,-0.0057863913269302365,0.005513206604702628,-0.007277607658051053,0.0,-0.04897549028021053,0.07259691449176206,0.021479402902590962,0.02260500989105543,0.019060829868586843,0.025465216984695647,0.04082240303237805,0.007863306503067533
-0.008664138357561031,0.0,-0.006827378955484519,0.011630692287017031,-0.008186584569629219,-0.013191816421142425,0.004806894652629825,0.00832554694612207,0.0,-0.031801635465141045,0.06275489384093429,0.016521607018831035,-0.02697002664962381,-0.008541852943774443,0.006645579608340352,-0.0076241063405580204,0.011358314748609205
-0.008933564328876518,0.0,-0.005637748578437411,0.006190815922080408,-0.02129371095352535,-0.02620351539761538,-0.002120811478901166,-0.005130125736174084,0.0,0.00030630579962070335,0.07637685222398706,0.005650155807328356,0.007020262895147176,-0.03188007659292166,-0.03360470156371623,-0.06276706720996728,0.0031907786942873585
-0.023260191759432877,0.0,0.0023545318132013704,-0.004705804787245447,-0.002632072216294622,-0.008459500945590516,-0.0018679073437928993,-0.012345935842500365,0.0,-0.0913639821882552,0.04337354331541581,-0.03563897166547257,-0.01639737971325551,-0.07652405238456232,-0.050037940756177214,-0.05489582992115148,0.01771232161710381
-0.02914067765602868,0.0,0.017627182291136023,0.0357226212997106,0.01610004992321069,0.013728807163897785,0.029623231476978703,0.03312243119660571,0.0,-0.04963219756150549,0.051533105394981266,-0.03571642793618502,0.024172817695862533,-0.09221141070141026,-0.061403225788055384,-0.07874872710967681,0.09190691508799916
-0.08102905717808292,0.0,-0.03480475418174428,0.005346029637501737,0.010792292440260224,0.008396128049203248,0.024659570816602437,0.02527915106728749,0.0,-0.026247259733766758,0.03941855290766078,-0.03266273158741462,0.01736116274282872,-0.07897305684729605,-0.06272441549857168,-0.0764978972664663,0.06624889710071868
-0.15454311171302199,0.0,-0.08358298519720965,0.01327571487556266,0.05112004484624288,0.06283113850175166,0.05119906843496659,-0.005827618234111816,0.0,0.011852739389941441,-0.026465655903637628,-0.007268492185384646,0.004898502830599197,0.00876057928559377,0.046174963086892035,-0.04154966446615245,-0.036346935787594535
